query.name	score.percentage
euVOG_1365	1
euVOG_1366	1
euVOG_1367	1
euVOG_1368	1
euVOG_1369	1
euVOG_137	1
euVOG_1370	1
euVOG_1372	1
euVOG_1373	1
euVOG_1374	1
euVOG_1375	1
euVOG_1376	1
euVOG_1377	1
euVOG_1379	1
euVOG_138	1
euVOG_1380	1
euVOG_1381	1
euVOG_1382	1
euVOG_1383	1
euVOG_1384	1
euVOG_1385	1
euVOG_1386	1
euVOG_1387	1
euVOG_1388	1
euVOG_1389	1
euVOG_139	1
euVOG_1390	1
euVOG_1391	1
euVOG_1392	1
euVOG_1393	1
euVOG_1394	1
euVOG_1395	1
euVOG_1396	1
euVOG_1398	1
euVOG_1399	1
euVOG_1400	1
euVOG_1401	1
euVOG_1402	1
euVOG_1404	1
euVOG_1405	1
euVOG_1406	1
euVOG_1407	1
euVOG_1408	1
euVOG_1410	1
euVOG_1411	1
euVOG_1412	1
euVOG_1413	1
euVOG_1414	1
euVOG_1415	1
euVOG_1416	1
euVOG_1417	1
euVOG_1418	1
euVOG_1419	1
euVOG_142	1
euVOG_1420	1
euVOG_1421	1
euVOG_1422	1
euVOG_1423	1
euVOG_1424	1
euVOG_1425	1
euVOG_1426	1
euVOG_1427	1
euVOG_1429	1
euVOG_143	1
euVOG_1430	1
euVOG_1431	1
euVOG_1432	1
euVOG_1434	1
euVOG_1438	1
euVOG_1439	1
euVOG_144	1
euVOG_1440	1
euVOG_1444	1
euVOG_1445	1
euVOG_1446	1
euVOG_1448	1
euVOG_1449	1
euVOG_145	1
euVOG_1451	1
euVOG_1452	1
euVOG_1453	1
euVOG_1454	1
euVOG_1455	1
euVOG_1456	1
euVOG_1458	1
euVOG_1459	1
euVOG_146	1
euVOG_1460	1
euVOG_1461	1
euVOG_1462	1
euVOG_1465	1
euVOG_1466	1
euVOG_1467	1
euVOG_1468	1
euVOG_1469	1
euVOG_147	1
euVOG_1470	1
euVOG_1471	1
euVOG_1472	1
euVOG_1473	1
euVOG_1474	1
euVOG_1475	1
euVOG_1476	1
euVOG_1478	1
euVOG_1479	1
euVOG_148	1
euVOG_1482	1
euVOG_1483	1
euVOG_1484	1
euVOG_1485	1
euVOG_1486	1
euVOG_1487	1
euVOG_1488	1
euVOG_1489	1
euVOG_149	1
euVOG_1490	1
euVOG_1491	1
euVOG_1492	1
euVOG_1493	1
euVOG_1494	1
euVOG_1495	1
euVOG_1496	1
euVOG_15	1
euVOG_1500	1
euVOG_1501	1
euVOG_1502	1
euVOG_1503	1
euVOG_1504	1
euVOG_1505	1
euVOG_1506	1
euVOG_1509	1
euVOG_151	1
euVOG_1510	1
euVOG_1512	1
euVOG_1513	1
euVOG_1514	1
euVOG_1515	1
euVOG_1516	1
euVOG_1517	1
euVOG_1519	1
euVOG_152	1
euVOG_1520	1
euVOG_1522	1
euVOG_1523	1
euVOG_1524	1
euVOG_1526	1
euVOG_1527	1
euVOG_1528	1
euVOG_1529	1
euVOG_1531	1
euVOG_1532	1
euVOG_1533	1
euVOG_1534	1
euVOG_1535	1
euVOG_1536	1
euVOG_1537	1
euVOG_1538	1
euVOG_1539	1
euVOG_154	1
euVOG_1540	1
euVOG_1541	1
euVOG_1543	1
euVOG_1544	1
euVOG_1545	1
euVOG_1546	1
euVOG_1547	1
euVOG_1548	1
euVOG_1549	1
euVOG_155	1
euVOG_1550	1
euVOG_1551	1
euVOG_1552	1
euVOG_1554	1
euVOG_1555	1
euVOG_1557	1
euVOG_1558	1
euVOG_1559	1
euVOG_156	1
euVOG_1560	1
euVOG_1561	1
euVOG_1562	1
euVOG_1563	1
euVOG_1564	1
euVOG_1565	1
euVOG_1566	1
euVOG_1567	1
euVOG_1568	1
euVOG_1569	1
euVOG_157	1
euVOG_1570	1
euVOG_1571	1
euVOG_1572	1
euVOG_1573	1
euVOG_1575	1
euVOG_1576	1
euVOG_1577	1
euVOG_1578	1
euVOG_1579	1
euVOG_158	1
euVOG_1581	1
euVOG_1583	1
euVOG_1584	1
euVOG_1585	1
euVOG_1587	1
euVOG_1588	1
euVOG_1589	1
euVOG_159	1
euVOG_1592	1
euVOG_1593	1
euVOG_1594	1
euVOG_1595	1
euVOG_1596	1
euVOG_1598	1
euVOG_1599	1
euVOG_16	1
euVOG_160	1
euVOG_1600	1
euVOG_1601	1
euVOG_1602	1
euVOG_1603	1
euVOG_1605	1
euVOG_1606	1
euVOG_1607	1
euVOG_1608	1
euVOG_1609	1
euVOG_161	1
euVOG_1610	1
euVOG_1611	1
euVOG_1612	1
euVOG_1613	1
euVOG_1614	1
euVOG_1616	1
euVOG_1617	1
euVOG_1618	1
euVOG_1619	1
euVOG_162	1
euVOG_1620	1
euVOG_1622	1
euVOG_1623	1
euVOG_1624	1
euVOG_1625	1
euVOG_1626	1
euVOG_1627	1
euVOG_1628	1
euVOG_163	1
euVOG_1631	1
euVOG_1632	1
euVOG_1633	1
euVOG_1634	1
euVOG_1635	1
euVOG_1637	1
euVOG_1638	1
euVOG_1639	1
euVOG_164	1
euVOG_1640	1
euVOG_1641	1
euVOG_1643	1
euVOG_1646	1
euVOG_1647	1
euVOG_1648	1
euVOG_1649	1
euVOG_165	1
euVOG_1650	1
euVOG_1651	1
euVOG_1652	1
euVOG_1653	1
euVOG_1654	1
euVOG_1655	1
euVOG_1656	1
euVOG_1657	1
euVOG_1659	1
euVOG_166	1
euVOG_1660	1
euVOG_1661	1
euVOG_1662	1
euVOG_1664	1
euVOG_1665	1
euVOG_1666	1
euVOG_1667	1
euVOG_1669	1
euVOG_167	1
euVOG_1670	1
euVOG_1671	1
euVOG_1673	1
euVOG_1674	1
euVOG_1676	1
euVOG_1677	1
euVOG_1678	1
euVOG_168	1
euVOG_1680	1
euVOG_1681	1
euVOG_1682	1
euVOG_1683	1
euVOG_1684	1
euVOG_1686	1
euVOG_1687	1
euVOG_1688	1
euVOG_1689	1
euVOG_169	1
euVOG_1690	1
euVOG_1694	1
euVOG_1695	1
euVOG_1696	1
euVOG_1697	1
euVOG_1698	1
euVOG_1699	1
euVOG_170	1
euVOG_1700	1
euVOG_1701	1
euVOG_1703	1
euVOG_1704	1
euVOG_1705	1
euVOG_1706	1
euVOG_1707	1
euVOG_1708	1
euVOG_1709	1
euVOG_1712	1
euVOG_1713	1
euVOG_1714	1
euVOG_1715	1
euVOG_1716	1
euVOG_1717	1
euVOG_1718	1
euVOG_1719	1
euVOG_172	1
euVOG_1720	1
euVOG_1721	1
euVOG_1722	1
euVOG_1723	1
euVOG_1725	1
euVOG_1726	1
euVOG_1727	1
euVOG_1728	1
euVOG_173	1
euVOG_1730	1
euVOG_1733	1
euVOG_1734	1
euVOG_1735	1
euVOG_1736	1
euVOG_1739	1
euVOG_174	1
euVOG_1740	1
euVOG_1741	1
euVOG_1742	1
euVOG_1743	1
euVOG_1744	1
euVOG_1745	1
euVOG_1746	1
euVOG_1747	1
euVOG_1748	1
euVOG_175	1
euVOG_1750	1
euVOG_1751	1
euVOG_1752	1
euVOG_1753	1
euVOG_1754	1
euVOG_1755	1
euVOG_1756	1
euVOG_1757	1
euVOG_1758	1
euVOG_1759	1
euVOG_176	1
euVOG_1760	1
euVOG_1764	1
euVOG_1765	1
euVOG_1766	1
euVOG_1767	1
euVOG_1769	1
euVOG_177	1
euVOG_1770	1
euVOG_1771	1
euVOG_1772	1
euVOG_1773	1
euVOG_1775	1
euVOG_1776	1
euVOG_1777	1
euVOG_1778	1
euVOG_1779	1
euVOG_178	1
euVOG_1782	1
euVOG_1783	1
euVOG_1785	1
euVOG_1787	1
euVOG_1788	1
euVOG_1789	1
euVOG_179	1
euVOG_1790	1
euVOG_1791	1
euVOG_1792	1
euVOG_1793	1
euVOG_1794	1
euVOG_1797	1
euVOG_1798	1
euVOG_1799	1
euVOG_18	1
euVOG_180	1
euVOG_1801	1
euVOG_1802	1
euVOG_1804	1
euVOG_1805	1
euVOG_1806	1
euVOG_1807	1
euVOG_1808	1
euVOG_1809	1
euVOG_181	1
euVOG_1810	1
euVOG_1811	1
euVOG_1812	1
euVOG_1813	1
euVOG_1814	1
euVOG_1815	1
euVOG_1816	1
euVOG_1817	1
euVOG_1818	1
euVOG_1819	1
euVOG_182	1
euVOG_1821	1
euVOG_1822	1
euVOG_1823	1
euVOG_1824	1
euVOG_1825	1
euVOG_1826	1
euVOG_1827	1
euVOG_1828	1
euVOG_1830	1
euVOG_1831	1
euVOG_1832	1
euVOG_1833	1
euVOG_1834	1
euVOG_1835	1
euVOG_1836	1
euVOG_1837	1
euVOG_1838	1
euVOG_1839	1
euVOG_184	1
euVOG_1840	1
euVOG_1841	1
euVOG_1842	1
euVOG_1844	1
euVOG_1846	1
euVOG_1847	1
euVOG_1848	1
euVOG_1849	1
euVOG_185	1
euVOG_1850	1
euVOG_1851	1
euVOG_1853	1
euVOG_1854	1
euVOG_1855	1
euVOG_1856	1
euVOG_1857	1
euVOG_1858	1
euVOG_1859	1
euVOG_186	1
euVOG_1860	1
euVOG_1862	1
euVOG_1863	1
euVOG_1864	1
euVOG_1865	1
euVOG_1866	1
euVOG_1867	1
euVOG_1868	1
euVOG_187	1
euVOG_1870	1
euVOG_1871	1
euVOG_1872	1
euVOG_1873	1
euVOG_1874	1
euVOG_1875	1
euVOG_1876	1
euVOG_1877	1
euVOG_1878	1
euVOG_1879	1
euVOG_1880	1
euVOG_1881	1
euVOG_1882	1
euVOG_1883	1
euVOG_1884	1
euVOG_1885	1
euVOG_1886	1
euVOG_1887	1
euVOG_1888	1
euVOG_1889	1
euVOG_1890	1
euVOG_1891	1
euVOG_1892	1
euVOG_1893	1
euVOG_1894	1
euVOG_1895	1
euVOG_1896	1
euVOG_1897	1
euVOG_1898	1
euVOG_1899	1
euVOG_190	1
euVOG_1900	1
euVOG_1901	1
euVOG_1902	1
euVOG_1903	1
euVOG_1904	1
euVOG_1906	1
euVOG_1908	1
euVOG_1909	1
euVOG_191	1
euVOG_1910	1
euVOG_1911	1
euVOG_1912	1
euVOG_1913	1
euVOG_1914	1
euVOG_1915	1
euVOG_1916	1
euVOG_1917	1
euVOG_1918	1
euVOG_192	1
euVOG_1920	1
euVOG_1921	1
euVOG_1922	1
euVOG_1923	1
euVOG_1924	1
euVOG_1925	1
euVOG_1926	1
euVOG_1927	1
euVOG_1928	1
euVOG_1929	1
euVOG_193	1
euVOG_1930	1
euVOG_1932	1
euVOG_1933	1
euVOG_1934	1
euVOG_1935	1
euVOG_1936	1
euVOG_1937	1
euVOG_1938	1
euVOG_1939	1
euVOG_194	1
euVOG_1940	1
euVOG_1942	1
euVOG_1943	1
euVOG_1944	1
euVOG_1945	1
euVOG_1946	1
euVOG_1947	1
euVOG_1948	1
euVOG_1949	1
euVOG_195	1
euVOG_1950	1
euVOG_1951	1
euVOG_1952	1
euVOG_1953	1
euVOG_1954	1
euVOG_1955	1
euVOG_1956	1
euVOG_1957	1
euVOG_1958	1
euVOG_1959	1
euVOG_196	1
euVOG_1963	1
euVOG_1964	1
euVOG_1965	1
euVOG_1966	1
euVOG_1967	1
euVOG_1969	1
euVOG_197	1
euVOG_1970	1
euVOG_1971	1
euVOG_1972	1
euVOG_1974	1
euVOG_1975	1
euVOG_1976	1
euVOG_1977	1
euVOG_1978	1
euVOG_1979	1
euVOG_198	1
euVOG_1980	1
euVOG_1982	1
euVOG_1983	1
euVOG_1984	1
euVOG_1987	1
euVOG_1988	1
euVOG_1989	1
euVOG_199	1
euVOG_1990	1
euVOG_1991	1
euVOG_1992	1
euVOG_1993	1
euVOG_1996	1
euVOG_1997	1
euVOG_1998	1
euVOG_1999	1
euVOG_2	1
euVOG_20	1
euVOG_2000	1
euVOG_2001	1
euVOG_2002	1
euVOG_2003	1
euVOG_2004	1
euVOG_2005	1
euVOG_2006	1
euVOG_2007	1
euVOG_2008	1
euVOG_2009	1
euVOG_2010	1
euVOG_2011	1
euVOG_2012	1
euVOG_2013	1
euVOG_2014	1
euVOG_2015	1
euVOG_2016	1
euVOG_2017	1
euVOG_2018	1
euVOG_2019	1
euVOG_202	1
euVOG_2020	1
euVOG_2022	1
euVOG_2023	1
euVOG_2024	1
euVOG_2027	1
euVOG_2028	1
euVOG_2029	1
euVOG_2030	1
euVOG_2032	1
euVOG_2035	1
euVOG_2038	1
euVOG_2039	1
euVOG_204	1
euVOG_2041	1
euVOG_2042	1
euVOG_2043	1
euVOG_2044	1
euVOG_2045	1
euVOG_2046	1
euVOG_2047	1
euVOG_2048	1
euVOG_205	1
euVOG_2050	1
euVOG_2051	1
euVOG_2052	1
euVOG_2053	1
euVOG_2054	1
euVOG_2056	1
euVOG_2058	1
euVOG_2059	1
euVOG_206	1
euVOG_2060	1
euVOG_2061	1
euVOG_2062	1
euVOG_2063	1
euVOG_2064	1
euVOG_2065	1
euVOG_2066	1
euVOG_2067	1
euVOG_2069	1
euVOG_207	1
euVOG_2070	1
euVOG_2071	1
euVOG_2072	1
euVOG_2073	1
euVOG_2075	1
euVOG_2076	1
euVOG_2077	1
euVOG_2078	1
euVOG_2079	1
euVOG_208	1
euVOG_2082	1
euVOG_2084	1
euVOG_2085	1
euVOG_2086	1
euVOG_2087	1
euVOG_2088	1
euVOG_2089	1
euVOG_2091	1
euVOG_2092	1
euVOG_2093	1
euVOG_2094	1
euVOG_2095	1
euVOG_2096	1
euVOG_2097	1
euVOG_2098	1
euVOG_2099	1
euVOG_21	1
euVOG_210	1
euVOG_2100	1
euVOG_2101	1
euVOG_2102	1
euVOG_2103	1
euVOG_2104	1
euVOG_2105	1
euVOG_2106	1
euVOG_2107	1
euVOG_2108	1
euVOG_2109	1
euVOG_211	1
euVOG_2110	1
euVOG_2112	1
euVOG_2113	1
euVOG_2115	1
euVOG_2116	1
euVOG_2117	1
euVOG_2118	1
euVOG_2119	1
euVOG_212	1
euVOG_2120	1
euVOG_2121	1
euVOG_2122	1
euVOG_2123	1
euVOG_2124	1
euVOG_2125	1
euVOG_2126	1
euVOG_2127	1
euVOG_2128	1
euVOG_2129	1
euVOG_2130	1
euVOG_2131	1
euVOG_2132	1
euVOG_2133	1
euVOG_2135	1
euVOG_2136	1
euVOG_2137	1
euVOG_2139	1
euVOG_214	1
euVOG_2140	1
euVOG_2141	1
euVOG_2143	1
euVOG_2144	1
euVOG_2145	1
euVOG_2146	1
euVOG_2147	1
euVOG_2148	1
euVOG_2149	1
euVOG_215	1
euVOG_2150	1
euVOG_2151	1
euVOG_2152	1
euVOG_2153	1
euVOG_2154	1
euVOG_2155	1
euVOG_2156	1
euVOG_2157	1
euVOG_216	1
euVOG_2161	1
euVOG_2162	1
euVOG_2163	1
euVOG_2166	1
euVOG_2167	1
euVOG_2168	1
euVOG_2169	1
euVOG_217	1
euVOG_2171	1
euVOG_2172	1
euVOG_2173	1
euVOG_2174	1
euVOG_2175	1
euVOG_2177	1
euVOG_2178	1
euVOG_2179	1
euVOG_218	1
euVOG_2180	1
euVOG_2181	1
euVOG_2182	1
euVOG_2183	1
euVOG_2184	1
euVOG_2185	1
euVOG_2186	1
euVOG_2187	1
euVOG_2188	1
euVOG_2189	1
euVOG_219	1
euVOG_2190	1
euVOG_2191	1
euVOG_2192	1
euVOG_2193	1
euVOG_2194	1
euVOG_2195	1
euVOG_2196	1
euVOG_2197	1
euVOG_2198	1
euVOG_2199	1
euVOG_22	1
euVOG_220	1
euVOG_2200	1
euVOG_2201	1
euVOG_2202	1
euVOG_2203	1
euVOG_2204	1
euVOG_2205	1
euVOG_2206	1
euVOG_2207	1
euVOG_2208	1
euVOG_2209	1
euVOG_221	1
euVOG_2210	1
euVOG_2211	1
euVOG_2212	1
euVOG_2213	1
euVOG_2214	1
euVOG_2215	1
euVOG_2216	1
euVOG_222	1
euVOG_2220	1
euVOG_2221	1
euVOG_2223	1
euVOG_2225	1
euVOG_2226	1
euVOG_2227	1
euVOG_223	1
euVOG_2230	1
euVOG_2231	1
euVOG_2232	1
euVOG_2234	1
euVOG_2235	1
euVOG_2236	1
euVOG_2237	1
euVOG_2238	1
euVOG_2239	1
euVOG_2240	1
euVOG_2241	1
euVOG_2242	1
euVOG_2243	1
euVOG_2244	1
euVOG_2245	1
euVOG_2246	1
euVOG_2247	1
euVOG_2248	1
euVOG_2249	1
euVOG_225	1
euVOG_2250	1
euVOG_2251	1
euVOG_2252	1
euVOG_2253	1
euVOG_2254	1
euVOG_2255	1
euVOG_2256	1
euVOG_2257	1
euVOG_2258	1
euVOG_2259	1
euVOG_226	1
euVOG_2260	1
euVOG_2261	1
euVOG_2262	1
euVOG_2263	1
euVOG_2264	1
euVOG_2265	1
euVOG_2266	1
euVOG_2267	1
euVOG_2268	1
euVOG_2269	1
euVOG_227	1
euVOG_2270	1
euVOG_2271	1
euVOG_2272	1
euVOG_2273	1
euVOG_2274	1
euVOG_2275	1
euVOG_2276	1
euVOG_2277	1
euVOG_2278	1
euVOG_228	1
euVOG_2280	1
euVOG_2281	1
euVOG_2282	1
euVOG_2283	1
euVOG_2284	1
euVOG_2285	1
euVOG_2286	1
euVOG_2287	1
euVOG_2288	1
euVOG_2289	1
euVOG_229	1
euVOG_2290	1
euVOG_2291	1
euVOG_2292	1
euVOG_2293	1
euVOG_2294	1
euVOG_2295	1
euVOG_2296	1
euVOG_2297	1
euVOG_2298	1
euVOG_2299	1
euVOG_23	1
euVOG_230	1
euVOG_2300	1
euVOG_2301	1
euVOG_2302	1
euVOG_2303	1
euVOG_2305	1
euVOG_2307	1
euVOG_2308	1
euVOG_231	1
euVOG_2310	1
euVOG_2312	1
euVOG_2313	1
euVOG_2314	1
euVOG_2315	1
euVOG_2316	1
euVOG_2317	1
euVOG_2318	1
euVOG_2319	1
euVOG_232	1
euVOG_2320	1
euVOG_2321	1
euVOG_2322	1
euVOG_2323	1
euVOG_2324	1
euVOG_2325	1
euVOG_2326	1
euVOG_2328	1
euVOG_2329	1
euVOG_233	1
euVOG_2330	1
euVOG_2331	1
euVOG_2332	1
euVOG_2333	1
euVOG_2334	1
euVOG_2335	1
euVOG_2336	1
euVOG_2337	1
euVOG_2338	1
euVOG_2339	1
euVOG_234	1
euVOG_2340	1
euVOG_2341	1
euVOG_2342	1
euVOG_2343	1
euVOG_2344	1
euVOG_2345	1
euVOG_2346	1
euVOG_2347	1
euVOG_2348	1
euVOG_2349	1
euVOG_235	1
euVOG_2350	1
euVOG_2351	1
euVOG_2352	1
euVOG_2353	1
euVOG_2354	1
euVOG_2355	1
euVOG_2356	1
euVOG_2357	1
euVOG_2358	1
euVOG_2359	1
euVOG_236	1
euVOG_2360	1
euVOG_2362	1
euVOG_2363	1
euVOG_2364	1
euVOG_2365	1
euVOG_2366	1
euVOG_2367	1
euVOG_2368	1
euVOG_2369	1
euVOG_2370	1
euVOG_2371	1
euVOG_2372	1
euVOG_2374	1
euVOG_2375	1
euVOG_2376	1
euVOG_2377	1
euVOG_2378	1
euVOG_2379	1
euVOG_238	1
euVOG_2380	1
euVOG_2381	1
euVOG_2383	1
euVOG_2385	1
euVOG_2386	1
euVOG_2387	1
euVOG_2388	1
euVOG_2389	1
euVOG_2390	1
euVOG_2391	1
euVOG_2392	1
euVOG_2397	1
euVOG_2398	1
euVOG_2399	1
euVOG_24	1
euVOG_240	1
euVOG_2400	1
euVOG_2401	1
euVOG_2402	1
euVOG_2403	1
euVOG_2404	1
euVOG_2405	1
euVOG_2407	1
euVOG_2408	1
euVOG_2409	1
euVOG_241	1
euVOG_2410	1
euVOG_2411	1
euVOG_2413	1
euVOG_2414	1
euVOG_2415	1
euVOG_2417	1
euVOG_2418	1
euVOG_2419	1
euVOG_242	1
euVOG_2420	1
euVOG_2421	1
euVOG_2422	1
euVOG_2423	1
euVOG_2424	1
euVOG_2425	1
euVOG_2426	1
euVOG_2428	1
euVOG_2429	1
euVOG_2430	1
euVOG_2431	1
euVOG_2432	1
euVOG_2435	1
euVOG_2437	1
euVOG_2438	1
euVOG_2439	1
euVOG_244	1
euVOG_2441	1
euVOG_2442	1
euVOG_2443	1
euVOG_2444	1
euVOG_2445	1
euVOG_2446	1
euVOG_2447	1
euVOG_2448	1
euVOG_2449	1
euVOG_245	1
euVOG_2450	1
euVOG_2451	1
euVOG_2452	1
euVOG_2453	1
euVOG_2454	1
euVOG_2455	1
euVOG_2457	1
euVOG_2458	1
euVOG_2459	1
euVOG_246	1
euVOG_2460	1
euVOG_2461	1
euVOG_2462	1
euVOG_2463	1
euVOG_2464	1
euVOG_2465	1
euVOG_2466	1
euVOG_2467	1
euVOG_2468	1
euVOG_2469	1
euVOG_247	1
euVOG_2470	1
euVOG_2471	1
euVOG_2472	1
euVOG_2473	1
euVOG_2475	1
euVOG_2477	1
euVOG_2479	1
euVOG_248	1
euVOG_2480	1
euVOG_2481	1
euVOG_2482	1
euVOG_2483	1
euVOG_2485	1
euVOG_2486	1
euVOG_2487	1
euVOG_2489	1
euVOG_249	1
euVOG_2490	1
euVOG_2491	1
euVOG_2493	1
euVOG_2495	1
euVOG_2496	1
euVOG_2497	1
euVOG_2498	1
euVOG_250	1
euVOG_2500	1
euVOG_2501	1
euVOG_2502	1
euVOG_2503	1
euVOG_2504	1
euVOG_2505	1
euVOG_2506	1
euVOG_2507	1
euVOG_2508	1
euVOG_2509	1
euVOG_251	1
euVOG_2510	1
euVOG_2511	1
euVOG_2512	1
euVOG_2513	1
euVOG_2514	1
euVOG_2515	1
euVOG_2516	1
euVOG_2517	1
euVOG_2518	1
euVOG_2519	1
euVOG_252	1
euVOG_2520	1
euVOG_2521	1
euVOG_2523	1
euVOG_2524	1
euVOG_2526	1
euVOG_2527	1
euVOG_2528	1
euVOG_2529	1
euVOG_253	1
euVOG_2530	1
euVOG_2531	1
euVOG_2532	1
euVOG_2533	1
euVOG_2534	1
euVOG_2535	1
euVOG_2536	1
euVOG_2537	1
euVOG_254	1
euVOG_2540	1
euVOG_2541	1
euVOG_2543	1
euVOG_2544	1
euVOG_2545	1
euVOG_2546	1
euVOG_2547	1
euVOG_2548	1
euVOG_2549	1
euVOG_255	1
euVOG_2550	1
euVOG_2551	1
euVOG_2552	1
euVOG_2553	1
euVOG_2554	1
euVOG_2555	1
euVOG_2556	1
euVOG_2557	1
euVOG_2558	1
euVOG_2559	1
euVOG_256	1
euVOG_2560	1
euVOG_2562	1
euVOG_2564	1
euVOG_2565	1
euVOG_2567	1
euVOG_257	1
euVOG_2570	1
euVOG_2571	1
euVOG_2572	1
euVOG_2573	1
euVOG_2576	1
euVOG_2577	1
euVOG_2578	1
euVOG_258	1
euVOG_2580	1
euVOG_2581	1
euVOG_2582	1
euVOG_2583	1
euVOG_2584	1
euVOG_2585	1
euVOG_2587	1
euVOG_2588	1
euVOG_2589	1
euVOG_259	1
euVOG_2590	1
euVOG_2591	1
euVOG_2592	1
euVOG_2594	1
euVOG_2595	1
euVOG_2596	1
euVOG_2597	1
euVOG_2598	1
euVOG_2599	1
euVOG_260	1
euVOG_2600	1
euVOG_2601	1
euVOG_2602	1
euVOG_2603	1
euVOG_2604	1
euVOG_2605	1
euVOG_2606	1
euVOG_2607	1
euVOG_2608	1
euVOG_2610	1
euVOG_2611	1
euVOG_2612	1
euVOG_2613	1
euVOG_2614	1
euVOG_2615	1
euVOG_2616	1
euVOG_2618	1
euVOG_2619	1
euVOG_262	1
euVOG_2620	1
euVOG_2621	1
euVOG_2622	1
euVOG_2623	1
euVOG_2624	1
euVOG_2625	1
euVOG_2626	1
euVOG_2627	1
euVOG_2628	1
euVOG_263	1
euVOG_2630	1
euVOG_2631	1
euVOG_2633	1
euVOG_2635	1
euVOG_2637	1
euVOG_2638	1
euVOG_2639	1
euVOG_2640	1
euVOG_2641	1
euVOG_2642	1
euVOG_2643	1
euVOG_2644	1
euVOG_2647	1
euVOG_2648	1
euVOG_2649	1
euVOG_265	1
euVOG_2650	1
euVOG_2651	1
euVOG_2653	1
euVOG_2654	1
euVOG_2655	1
euVOG_2656	1
euVOG_2657	1
euVOG_2658	1
euVOG_2659	1
euVOG_266	1
euVOG_2660	1
euVOG_2661	1
euVOG_2662	1
euVOG_2663	1
euVOG_2664	1
euVOG_2665	1
euVOG_2667	1
euVOG_2668	1
euVOG_2669	1
euVOG_2670	1
euVOG_2672	1
euVOG_2674	1
euVOG_2675	1
euVOG_2676	1
euVOG_2677	1
euVOG_2678	1
euVOG_2679	1
euVOG_268	1
euVOG_2682	1
euVOG_2683	1
euVOG_2684	1
euVOG_2685	1
euVOG_2687	1
euVOG_2688	1
euVOG_2689	1
euVOG_2690	1
euVOG_2691	1
euVOG_2692	1
euVOG_2694	1
euVOG_2695	1
euVOG_2696	1
euVOG_2697	1
euVOG_2698	1
euVOG_2699	1
euVOG_270	1
euVOG_2700	1
euVOG_2701	1
euVOG_2702	1
euVOG_2703	1
euVOG_2704	1
euVOG_2706	1
euVOG_2707	1
euVOG_2708	1
euVOG_2709	1
euVOG_271	1
euVOG_2710	1
euVOG_2711	1
euVOG_2712	1
euVOG_2713	1
euVOG_2714	1
euVOG_2715	1
euVOG_2716	1
euVOG_2717	1
euVOG_2718	1
euVOG_2719	1
euVOG_272	1
euVOG_2720	1
euVOG_2721	1
euVOG_2722	1
euVOG_2723	1
euVOG_2724	1
euVOG_2725	1
euVOG_2726	1
euVOG_2727	1
euVOG_2728	1
euVOG_2729	1
euVOG_273	1
euVOG_2730	1
euVOG_2731	1
euVOG_2732	1
euVOG_2733	1
euVOG_2734	1
euVOG_2735	1
euVOG_2736	1
euVOG_2737	1
euVOG_2738	1
euVOG_2739	1
euVOG_2740	1
euVOG_2741	1
euVOG_2742	1
euVOG_2743	1
euVOG_2746	1
euVOG_2747	1
euVOG_2748	1
euVOG_2749	1
euVOG_2750	1
euVOG_2751	1
euVOG_2752	1
euVOG_2753	1
euVOG_2754	1
euVOG_2755	1
euVOG_2756	1
euVOG_2758	1
euVOG_2759	1
euVOG_276	1
euVOG_2760	1
euVOG_2761	1
euVOG_2762	1
euVOG_2763	1
euVOG_2764	1
euVOG_2766	1
euVOG_2767	1
euVOG_2769	1
euVOG_277	1
euVOG_2770	1
euVOG_2771	1
euVOG_2772	1
euVOG_2773	1
euVOG_2774	1
euVOG_2775	1
euVOG_2776	1
euVOG_2777	1
euVOG_278	1
euVOG_2780	1
euVOG_2781	1
euVOG_2782	1
euVOG_2783	1
euVOG_2784	1
euVOG_2785	1
euVOG_2786	1
euVOG_2787	1
euVOG_2789	1
euVOG_279	1
euVOG_2790	1
euVOG_2791	1
euVOG_2792	1
euVOG_2793	1
euVOG_2794	1
euVOG_2795	1
euVOG_2796	1
euVOG_2797	1
euVOG_2799	1
euVOG_28	1
euVOG_280	1
euVOG_2800	1
euVOG_2802	1
euVOG_2803	1
euVOG_2804	1
euVOG_2805	1
euVOG_2806	1
euVOG_2807	1
euVOG_2808	1
euVOG_281	1
euVOG_2810	1
euVOG_2812	1
euVOG_2813	1
euVOG_2815	1
euVOG_2818	1
euVOG_2819	1
euVOG_2820	1
euVOG_2821	1
euVOG_2822	1
euVOG_2823	1
euVOG_2825	1
euVOG_2826	1
euVOG_2827	1
euVOG_2828	1
euVOG_2829	1
euVOG_2830	1
euVOG_2831	1
euVOG_2832	1
euVOG_2833	1
euVOG_2834	1
euVOG_2835	1
euVOG_2836	1
euVOG_2837	1
euVOG_2838	1
euVOG_2839	1
euVOG_284	1
euVOG_2840	1
euVOG_2842	1
euVOG_2843	1
euVOG_2844	1
euVOG_2845	1
euVOG_2846	1
euVOG_2847	1
euVOG_2848	1
euVOG_2849	1
euVOG_285	1
euVOG_2850	1
euVOG_2851	1
euVOG_2852	1
euVOG_2853	1
euVOG_2854	1
euVOG_2855	1
euVOG_2856	1
euVOG_2857	1
euVOG_2858	1
euVOG_2859	1
euVOG_286	1
euVOG_2860	1
euVOG_2861	1
euVOG_2862	1
euVOG_2864	1
euVOG_2866	1
