query.name	score.percentage
baPOG_12552	1
baPOG_12553	1
baPOG_12554	1
baPOG_12555	1
baPOG_12556	1
baPOG_12557	1
baPOG_12558	1
baPOG_12559	1
baPOG_1256	1
baPOG_12560	1
baPOG_12561	1
baPOG_12562	1
baPOG_12563	1
baPOG_12564	1
baPOG_12565	1
baPOG_12566	1
baPOG_12567	1
baPOG_12568	1
baPOG_12569	1
baPOG_1257	0.52
baPOG_12570	1
baPOG_12571	1
baPOG_12572	1
baPOG_12573	1
baPOG_12574	1
baPOG_12575	1
baPOG_12576	1
baPOG_12577	1
baPOG_12578	1
baPOG_12579	1
baPOG_1258	1
baPOG_12580	1
baPOG_12581	1
baPOG_12582	1
baPOG_12583	1
baPOG_12584	1
baPOG_12585	1
baPOG_12586	1
baPOG_12587	1
baPOG_12588	1
baPOG_12589	1
baPOG_1259	1
baPOG_12590	1
baPOG_12591	0
baPOG_12592	1
baPOG_12593	1
baPOG_12594	1
baPOG_12595	1
baPOG_12596	1
baPOG_12597	1
baPOG_12598	1
baPOG_12599	1
baPOG_126	1
baPOG_1260	1
baPOG_12600	1
baPOG_12601	1
baPOG_12602	1
baPOG_12603	1
baPOG_12604	0.83
baPOG_12605	1
baPOG_12606	1
baPOG_12607	1
baPOG_12608	1
baPOG_12609	1
baPOG_1261	1
baPOG_12610	1
baPOG_12611	1
baPOG_12612	0.91
baPOG_12613	1
baPOG_12614	1
baPOG_12615	1
baPOG_12616	1
baPOG_12617	1
baPOG_12618	1
baPOG_12619	1
baPOG_1262	1
baPOG_12620	1
baPOG_12621	1
baPOG_12622	1
baPOG_12623	1
baPOG_12625	1
baPOG_12626	1
baPOG_12627	1
baPOG_12628	1
baPOG_12629	1
baPOG_1263	1
baPOG_12630	1
baPOG_12631	1
baPOG_12632	1
baPOG_12633	1
baPOG_12634	1
baPOG_12635	1
baPOG_12636	1
baPOG_12637	1
baPOG_12638	1
baPOG_12639	1
baPOG_1264	0.86
baPOG_12640	1
baPOG_12641	1
baPOG_12642	1
baPOG_12643	1
baPOG_12644	1
baPOG_12645	1
baPOG_12646	1
baPOG_12647	1
baPOG_12648	1
baPOG_12649	1
baPOG_1265	1
baPOG_12650	1
baPOG_12651	1
baPOG_12652	1
baPOG_12653	1
baPOG_12654	1
baPOG_12655	1
baPOG_12656	1
baPOG_12657	1
baPOG_12658	1
baPOG_12659	1
baPOG_1266	1
baPOG_12660	1
baPOG_12661	1
baPOG_12662	1
baPOG_12663	1
baPOG_12664	1
baPOG_12665	1
baPOG_12666	1
baPOG_12667	1
baPOG_12668	1
baPOG_12669	1
baPOG_1267	1
baPOG_12670	1
baPOG_12671	1
baPOG_12672	1
baPOG_12673	1
baPOG_12675	1
baPOG_12676	1
baPOG_12677	1
baPOG_12678	1
baPOG_12679	1
baPOG_1268	0.76
baPOG_12680	1
baPOG_12681	0
baPOG_12682	1
baPOG_12683	1
baPOG_12684	1
baPOG_12685	1
baPOG_12686	1
baPOG_12687	1
baPOG_12688	0.76
baPOG_12689	1
baPOG_1269	1
baPOG_12690	0.43
baPOG_12691	1
baPOG_12692	1
baPOG_12693	1
baPOG_12694	1
baPOG_12695	1
baPOG_12696	1
baPOG_12697	1
baPOG_12698	1
baPOG_12699	1
baPOG_127	1
baPOG_1270	1
baPOG_12700	1
baPOG_12701	1
baPOG_12702	1
baPOG_12703	1
baPOG_12704	1
baPOG_12705	1
baPOG_12706	1
baPOG_12707	1
baPOG_12708	1
baPOG_12709	1
baPOG_1271	1
baPOG_12710	0.65
baPOG_12711	1
baPOG_12712	1
baPOG_12713	1
baPOG_12714	1
baPOG_12715	1
baPOG_12716	1
baPOG_12717	1
baPOG_12718	1
baPOG_12719	1
baPOG_1272	0.28
baPOG_12720	1
baPOG_12721	1
baPOG_12722	1
baPOG_12723	1
baPOG_12724	1
baPOG_12725	1
baPOG_12726	1
baPOG_12727	1
baPOG_12728	1
baPOG_12729	1
baPOG_1273	1
baPOG_12730	1
baPOG_12731	1
baPOG_12732	1
baPOG_12733	1
baPOG_12734	1
baPOG_12735	1
baPOG_12736	1
baPOG_12737	1
baPOG_12738	1
baPOG_12739	1
baPOG_1274	1
baPOG_12740	1
baPOG_12741	1
baPOG_12742	1
baPOG_12743	1
baPOG_12744	1
baPOG_12745	1
baPOG_12746	1
baPOG_12747	1
baPOG_12748	1
baPOG_12749	1
baPOG_1275	1
baPOG_12750	1
baPOG_12751	1
baPOG_12752	1
baPOG_12753	1
baPOG_12754	1
baPOG_12755	1
baPOG_12756	1
baPOG_12757	1
baPOG_12758	1
baPOG_12759	1
baPOG_1276	1
baPOG_12760	0
baPOG_12761	1
baPOG_12762	1
baPOG_12763	1
baPOG_12764	1
baPOG_12765	1
baPOG_12766	0
baPOG_12767	1
baPOG_12768	1
baPOG_12769	1
baPOG_1277	1
baPOG_12770	1
baPOG_12771	1
baPOG_12772	1
baPOG_12773	1
baPOG_12774	1
baPOG_12775	1
baPOG_12776	1
baPOG_12777	1
baPOG_12779	1
baPOG_1278	1
baPOG_12780	1
baPOG_12781	0
baPOG_12783	1
baPOG_12784	1
baPOG_12785	1
baPOG_12786	1
baPOG_12787	1
baPOG_12788	1
baPOG_12789	1
baPOG_1279	1
baPOG_12790	1
baPOG_12791	1
baPOG_12792	1
baPOG_12793	1
baPOG_12794	1
baPOG_12795	1
baPOG_12796	1
baPOG_12797	1
baPOG_12798	1
baPOG_12799	1
baPOG_128	1
baPOG_1280	1
baPOG_12800	1
baPOG_12801	1
baPOG_12802	1
baPOG_12803	1
baPOG_12804	1
baPOG_12805	0.57
baPOG_12806	1
baPOG_12807	1
baPOG_12808	1
baPOG_12809	1
baPOG_1281	1
baPOG_12810	1
baPOG_12811	1
baPOG_12812	1
baPOG_12813	1
baPOG_12814	1
baPOG_12815	1
baPOG_12816	0.88
baPOG_12817	1
baPOG_12818	1
baPOG_12819	1
baPOG_1282	0.11
baPOG_12820	1
baPOG_12821	1
baPOG_12822	1
baPOG_12823	1
baPOG_12824	1
baPOG_12825	1
baPOG_12826	0.39
baPOG_12827	1
baPOG_12828	1
baPOG_12829	1
baPOG_1283	1
baPOG_12830	1
baPOG_12831	1
baPOG_12832	1
baPOG_12833	1
baPOG_12834	1
baPOG_12835	1
baPOG_12836	1
baPOG_12837	0.16
baPOG_12838	1
baPOG_12839	1
baPOG_1284	1
baPOG_12840	1
baPOG_12841	1
baPOG_12842	1
baPOG_12843	1
baPOG_12844	1
baPOG_12845	1
baPOG_12846	1
baPOG_12847	1
baPOG_12848	1
baPOG_12849	1
baPOG_1285	0.84
baPOG_12850	1
baPOG_12851	1
baPOG_12852	1
baPOG_12853	1
baPOG_12854	1
baPOG_12855	1
baPOG_12856	1
baPOG_12857	1
baPOG_12858	0.3
baPOG_12859	1
baPOG_1286	1
baPOG_12861	1
baPOG_12862	0.26
baPOG_12863	1
baPOG_12864	1
baPOG_12866	1
baPOG_12867	1
baPOG_12868	1
baPOG_12869	1
baPOG_1287	1
baPOG_12870	1
baPOG_12871	1
baPOG_12872	1
baPOG_12873	1
baPOG_12874	1
baPOG_12875	1
baPOG_12876	1
baPOG_12878	1
baPOG_12879	1
baPOG_1288	1
baPOG_12880	1
baPOG_12881	1
baPOG_12882	1
baPOG_12883	1
baPOG_12884	1
baPOG_12885	1
baPOG_12886	1
baPOG_12887	1
baPOG_12888	1
baPOG_12889	1
baPOG_1289	1
baPOG_12890	1
baPOG_12891	1
baPOG_12892	1
baPOG_12893	1
baPOG_12894	1
baPOG_12895	1
baPOG_12896	1
baPOG_12897	1
baPOG_12898	1
baPOG_12899	1
baPOG_129	1
baPOG_1290	1
baPOG_12900	1
baPOG_12901	1
baPOG_12902	1
baPOG_12903	1
baPOG_12904	1
baPOG_12905	1
baPOG_12906	1
baPOG_12907	0.09
baPOG_12908	1
baPOG_12909	1
baPOG_1291	0
baPOG_12910	1
baPOG_12911	1
baPOG_12912	1
baPOG_12913	1
baPOG_12914	1
baPOG_12915	1
baPOG_12916	1
baPOG_12917	1
baPOG_12918	1
baPOG_12919	1
baPOG_1292	0.04
baPOG_12920	1
baPOG_12921	1
baPOG_12922	1
baPOG_12923	1
baPOG_12924	0.61
baPOG_12925	1
baPOG_12926	1
baPOG_12927	1
baPOG_12928	1
baPOG_12929	1
baPOG_1293	0.68
baPOG_12930	1
baPOG_12931	1
baPOG_12932	1
baPOG_12933	1
baPOG_12934	1
baPOG_12935	1
baPOG_12936	1
baPOG_12937	1
baPOG_12938	1
baPOG_12939	1
baPOG_12940	1
baPOG_12941	1
baPOG_12942	1
baPOG_12943	1
baPOG_12944	1
baPOG_12945	1
baPOG_12946	1
baPOG_12947	1
baPOG_12948	1
baPOG_12949	1
baPOG_1295	0.76
baPOG_12950	1
baPOG_12951	1
baPOG_12952	1
baPOG_12953	0
baPOG_12954	0.77
baPOG_12955	1
baPOG_12956	1
baPOG_12957	1
baPOG_12958	1
baPOG_12959	1
baPOG_1296	1
baPOG_12960	1
baPOG_12961	1
baPOG_12962	1
baPOG_12963	1
baPOG_12964	1
baPOG_12965	1
baPOG_12966	1
baPOG_12967	1
baPOG_12968	1
baPOG_12969	1
baPOG_1297	1
baPOG_12970	1
baPOG_12971	1
baPOG_12972	1
baPOG_12973	1
baPOG_12974	1
baPOG_12975	1
baPOG_12976	1
baPOG_12977	1
baPOG_12978	1
baPOG_12979	1
baPOG_1298	0.39
baPOG_12981	1
baPOG_12982	1
baPOG_12983	1
baPOG_12984	1
baPOG_12985	1
baPOG_12986	1
baPOG_12987	1
baPOG_12988	1
baPOG_12989	1
baPOG_1299	1
baPOG_12991	1
baPOG_12992	1
baPOG_12993	1
baPOG_12995	1
baPOG_12996	1
baPOG_12997	1
baPOG_12998	1
baPOG_12999	1
baPOG_13	0.74
baPOG_130	1
baPOG_1300	0
baPOG_13000	1
baPOG_13001	1
baPOG_13002	1
baPOG_13003	1
baPOG_13004	1
baPOG_13005	1
baPOG_13006	1
baPOG_13007	1
baPOG_13008	1
baPOG_13009	1
baPOG_1301	0.33
baPOG_13010	1
baPOG_13011	1
baPOG_13012	1
baPOG_13013	1
baPOG_13014	1
baPOG_13015	1
baPOG_13016	1
baPOG_13017	1
baPOG_13018	1
baPOG_13019	1
baPOG_1302	1
baPOG_13020	1
baPOG_13021	1
baPOG_13022	1
baPOG_13023	1
baPOG_13024	1
baPOG_13025	1
baPOG_13026	1
baPOG_13027	1
baPOG_13028	1
baPOG_13029	1
baPOG_1303	1
baPOG_13030	1
baPOG_13031	1
baPOG_13032	1
baPOG_13033	1
baPOG_13034	1
baPOG_13035	0.46
baPOG_13036	1
baPOG_13037	1
baPOG_13038	1
baPOG_13039	1
baPOG_1304	0.65
baPOG_13040	1
baPOG_13041	1
baPOG_13042	1
baPOG_13043	1
baPOG_13044	1
baPOG_13045	1
baPOG_13046	1
baPOG_13047	1
baPOG_13048	1
baPOG_13049	1
baPOG_1305	1
baPOG_13050	1
baPOG_13051	1
baPOG_13052	1
baPOG_13053	1
baPOG_13054	1
baPOG_13055	1
baPOG_13056	0
baPOG_13057	1
baPOG_13058	1
baPOG_1306	0
baPOG_13060	1
baPOG_13061	1
baPOG_13062	1
baPOG_13063	1
baPOG_13064	1
baPOG_13065	1
baPOG_13066	1
baPOG_13067	1
baPOG_13068	1
baPOG_13069	1
baPOG_1307	0.87
baPOG_13070	1
baPOG_13071	1
baPOG_13072	1
baPOG_13073	1
baPOG_13074	1
baPOG_13075	1
baPOG_13076	1
baPOG_13077	1
baPOG_13078	1
baPOG_13079	0
baPOG_1308	0.67
baPOG_13080	1
baPOG_13081	1
baPOG_13082	1
baPOG_13083	1
baPOG_13084	1
baPOG_13085	1
baPOG_13086	1
baPOG_13087	1
baPOG_13088	1
baPOG_13089	1
baPOG_1309	1
baPOG_13090	1
baPOG_13091	1
baPOG_13092	1
baPOG_13093	1
baPOG_13094	0
baPOG_13095	1
baPOG_13096	1
baPOG_13097	1
baPOG_13098	1
baPOG_13099	1
baPOG_131	0.73
baPOG_1310	1
baPOG_13100	1
baPOG_13101	1
baPOG_13102	1
baPOG_13103	1
baPOG_13104	1
baPOG_13105	1
baPOG_13106	1
baPOG_13107	1
baPOG_13108	1
baPOG_13109	1
baPOG_1311	0.26
baPOG_13110	1
baPOG_13111	1
baPOG_13112	1
baPOG_13113	1
baPOG_13114	1
baPOG_13115	1
baPOG_13116	1
baPOG_13117	1
baPOG_13118	1
baPOG_13119	1
baPOG_1312	1
baPOG_13120	1
baPOG_13121	1
baPOG_13122	1
baPOG_13123	1
baPOG_13124	1
baPOG_13125	1
baPOG_13126	1
baPOG_13127	1
baPOG_13128	1
baPOG_13129	1
baPOG_1313	1
baPOG_13130	0
baPOG_13131	1
baPOG_13132	1
baPOG_13133	1
baPOG_13134	1
baPOG_13135	1
baPOG_13136	1
baPOG_13137	1
baPOG_13138	1
baPOG_13139	1
baPOG_1314	1
baPOG_13140	1
baPOG_13141	1
baPOG_13142	1
baPOG_13143	1
baPOG_13144	1
baPOG_13145	1
baPOG_13146	0.38
baPOG_13147	1
baPOG_13148	1
baPOG_13149	1
baPOG_1315	1
baPOG_13150	1
baPOG_13151	1
baPOG_13152	1
baPOG_13153	1
baPOG_13154	1
baPOG_13155	1
baPOG_13156	1
baPOG_13157	1
baPOG_13158	1
baPOG_13159	1
baPOG_1316	1
baPOG_13160	1
baPOG_13161	1
baPOG_13162	1
baPOG_13163	1
baPOG_13164	1
baPOG_13165	1
baPOG_13166	1
baPOG_13167	1
baPOG_13168	1
baPOG_13169	1
baPOG_1317	1
baPOG_13170	1
baPOG_13171	1
baPOG_13172	1
baPOG_13173	1
baPOG_13174	1
baPOG_13175	1
baPOG_13176	1
baPOG_13177	1
baPOG_13179	1
baPOG_1318	0.29
baPOG_13180	1
baPOG_13181	1
baPOG_13182	1
baPOG_13183	1
baPOG_13184	1
baPOG_13185	1
baPOG_13186	1
baPOG_13187	1
baPOG_13188	1
baPOG_13189	1
baPOG_13190	1
baPOG_13191	1
baPOG_13192	1
baPOG_13193	1
baPOG_13194	1
baPOG_13195	1
baPOG_13196	1
baPOG_13197	1
baPOG_13198	1
baPOG_13199	1
baPOG_132	1
baPOG_1320	1
baPOG_13200	1
baPOG_13201	1
baPOG_13202	1
baPOG_13203	1
baPOG_13204	0.33
baPOG_13205	1
baPOG_13206	1
baPOG_13207	1
baPOG_13208	1
baPOG_13209	1
baPOG_1321	1
baPOG_13210	1
baPOG_13211	1
baPOG_13212	1
baPOG_13213	1
baPOG_13214	1
baPOG_13215	1
baPOG_13216	0
baPOG_13217	1
baPOG_13218	1
baPOG_13219	1
baPOG_1322	0.77
baPOG_13220	1
baPOG_13221	1
baPOG_13222	1
baPOG_13223	0
baPOG_13224	1
baPOG_13225	1
baPOG_13226	1
baPOG_13227	1
baPOG_13228	1
baPOG_13229	1
baPOG_1323	0.47
baPOG_13230	1
baPOG_13231	1
baPOG_13232	1
baPOG_13233	1
baPOG_13234	1
baPOG_13235	1
baPOG_13236	1
baPOG_13237	1
baPOG_13238	1
baPOG_13239	1
baPOG_1324	0.7
baPOG_13240	1
baPOG_13241	1
baPOG_13242	1
baPOG_13243	1
baPOG_13244	1
baPOG_13245	1
baPOG_13246	1
baPOG_13247	1
baPOG_13248	1
baPOG_13249	1
baPOG_1325	0.87
baPOG_13250	1
baPOG_13251	1
baPOG_13252	1
baPOG_13253	1
baPOG_13254	1
baPOG_13255	1
baPOG_13256	1
baPOG_13257	1
baPOG_13258	1
baPOG_13259	1
baPOG_1326	1
baPOG_13260	1
baPOG_13261	1
baPOG_13262	1
baPOG_13263	1
baPOG_13264	1
baPOG_13265	1
baPOG_13266	1
baPOG_13267	1
baPOG_13268	1
baPOG_13269	1
baPOG_1327	1
baPOG_13270	1
baPOG_13271	1
baPOG_13272	1
baPOG_13273	1
baPOG_13274	1
baPOG_13275	1
baPOG_13276	1
baPOG_13277	1
baPOG_13278	1
baPOG_13279	0.75
baPOG_1328	1
baPOG_13280	1
baPOG_13281	1
baPOG_13282	1
baPOG_13283	1
baPOG_13284	1
baPOG_13285	1
baPOG_13286	1
baPOG_13287	1
baPOG_13288	1
baPOG_13289	1
baPOG_1329	0.36
baPOG_13290	1
baPOG_13291	1
baPOG_13292	1
baPOG_13293	1
baPOG_13294	1
baPOG_13295	1
baPOG_13296	1
baPOG_13297	1
baPOG_13298	1
baPOG_13299	1
baPOG_133	0.91
baPOG_1330	0.66
baPOG_13300	1
baPOG_13301	1
baPOG_13302	1
baPOG_13303	1
baPOG_13304	1
baPOG_13305	1
baPOG_13306	1
baPOG_13307	1
baPOG_13308	1
baPOG_13309	1
baPOG_13310	1
baPOG_13311	1
baPOG_13312	1
baPOG_13313	1
baPOG_13314	1
baPOG_13315	1
baPOG_13316	1
baPOG_13317	1
baPOG_13318	1
baPOG_13319	1
baPOG_1332	1
baPOG_13320	1
baPOG_13321	1
baPOG_13322	1
baPOG_13323	1
baPOG_13324	1
baPOG_13325	1
baPOG_13326	1
baPOG_13327	1
baPOG_13328	1
baPOG_13329	1
baPOG_1333	0
baPOG_13330	1
baPOG_13331	1
baPOG_13332	1
baPOG_13333	1
baPOG_13334	1
baPOG_13335	1
baPOG_13336	1
baPOG_13337	1
baPOG_13338	1
baPOG_13339	1
baPOG_1334	1
baPOG_13340	1
baPOG_13341	1
baPOG_13342	1
baPOG_13343	1
baPOG_13344	1
baPOG_13345	1
baPOG_13346	1
baPOG_13347	1
baPOG_13348	1
baPOG_13349	1
baPOG_1335	1
baPOG_13350	1
baPOG_13351	1
baPOG_13352	1
baPOG_13353	1
baPOG_13354	1
baPOG_13355	1
baPOG_13356	1
baPOG_13357	1
baPOG_13358	1
baPOG_13359	1
baPOG_1336	1
baPOG_13360	1
baPOG_13361	1
baPOG_13362	1
baPOG_13363	1
baPOG_13364	1
baPOG_13365	1
baPOG_13366	1
baPOG_13367	1
baPOG_13368	1
baPOG_13369	1
baPOG_1337	1
baPOG_13370	1
baPOG_13371	1
baPOG_13372	1
baPOG_13373	1
baPOG_13374	1
baPOG_13375	1
baPOG_13376	1
baPOG_13377	1
baPOG_13378	1
baPOG_13379	1
baPOG_13380	1
baPOG_13381	1
baPOG_13382	1
baPOG_13383	1
baPOG_13384	0
baPOG_13385	1
baPOG_13386	1
baPOG_13387	1
baPOG_13388	1
baPOG_13389	1
baPOG_1339	1
baPOG_13390	1
baPOG_13391	1
baPOG_13392	1
baPOG_13393	1
baPOG_13394	1
baPOG_13395	1
baPOG_13396	0.77
baPOG_13397	1
baPOG_13398	1
baPOG_13399	1
baPOG_134	0.36
baPOG_1340	1
baPOG_13400	1
baPOG_13401	1
baPOG_13402	1
baPOG_13403	1
baPOG_13404	1
baPOG_13405	1
baPOG_13406	1
baPOG_13407	1
baPOG_13408	1
baPOG_13409	1
baPOG_1341	1
baPOG_13410	1
baPOG_13411	1
baPOG_13412	1
baPOG_13414	1
baPOG_13415	1
baPOG_13416	1
baPOG_13417	1
baPOG_13418	1
baPOG_13419	1
baPOG_1342	1
baPOG_13420	1
baPOG_13421	1
baPOG_13422	1
baPOG_13423	1
baPOG_13424	1
baPOG_13425	1
baPOG_13426	1
baPOG_13427	1
baPOG_13428	1
baPOG_13429	1
baPOG_1343	0
baPOG_13430	1
baPOG_13431	1
baPOG_13432	0.02
baPOG_13433	1
baPOG_13434	1
baPOG_13435	1
baPOG_13436	1
baPOG_13437	1
baPOG_13438	1
baPOG_13439	1
baPOG_1344	1
baPOG_13440	1
baPOG_13441	1
baPOG_13442	1
baPOG_13443	1
baPOG_13444	1
baPOG_13445	1
baPOG_13446	1
baPOG_13447	1
baPOG_13448	1
baPOG_13449	1
baPOG_13450	1
baPOG_13451	1
baPOG_13452	1
baPOG_13453	1
baPOG_13454	1
baPOG_13455	1
baPOG_13456	1
baPOG_13457	1
baPOG_13458	1
baPOG_13459	1
baPOG_13460	0.53
baPOG_13461	1
baPOG_13462	1
baPOG_13463	1
baPOG_13464	1
baPOG_13465	1
baPOG_13466	1
baPOG_13467	1
baPOG_13468	1
baPOG_13469	1
baPOG_1347	1
baPOG_13470	1
baPOG_13471	1
baPOG_13472	1
baPOG_13473	1
baPOG_13474	1
baPOG_13475	1
baPOG_13476	1
baPOG_13477	1
baPOG_13478	1
baPOG_13479	1
baPOG_1348	0.67
baPOG_13480	1
baPOG_13481	1
baPOG_13482	1
baPOG_13483	1
baPOG_13484	1
baPOG_13485	1
baPOG_13486	1
baPOG_13487	1
baPOG_13488	1
baPOG_13489	1
baPOG_13490	1
baPOG_13491	1
baPOG_13492	1
baPOG_13493	1
baPOG_13494	1
baPOG_13495	1
baPOG_13496	1
baPOG_13497	0.88
baPOG_13499	1
baPOG_135	1
baPOG_1350	1
baPOG_13500	1
baPOG_13501	1
baPOG_13502	1
baPOG_13503	1
baPOG_13504	1
baPOG_13505	1
baPOG_13506	1
baPOG_13507	1
baPOG_13508	1
baPOG_13509	1
baPOG_1351	1
baPOG_13510	1
baPOG_13511	1
baPOG_13512	1
baPOG_13513	1
baPOG_13514	1
baPOG_13515	1
baPOG_13516	1
baPOG_13517	1
baPOG_13518	1
baPOG_13519	1
baPOG_1352	0
baPOG_13520	1
baPOG_13521	0.74
baPOG_13522	1
baPOG_13523	1
baPOG_13524	1
baPOG_13525	1
baPOG_13526	1
baPOG_13527	1
baPOG_13528	1
baPOG_13529	1
baPOG_1353	1
baPOG_13530	1
baPOG_13531	1
baPOG_13532	1
baPOG_13533	1
baPOG_13534	1
baPOG_13535	1
baPOG_13536	1
baPOG_13537	1
baPOG_13538	1
baPOG_13539	1
baPOG_1354	1
baPOG_13540	1
baPOG_13541	1
baPOG_13542	1
baPOG_13543	1
baPOG_13544	1
baPOG_13545	1
baPOG_13546	1
baPOG_13547	1
baPOG_13548	1
baPOG_13549	1
baPOG_1355	1
baPOG_13550	1
baPOG_13551	1
baPOG_13552	1
baPOG_13553	1
baPOG_13554	1
baPOG_13555	1
baPOG_13556	1
baPOG_13557	1
baPOG_13558	1
baPOG_13559	1
baPOG_1356	0.4
baPOG_13560	1
baPOG_13561	1
baPOG_13562	1
baPOG_13563	0.68
baPOG_13564	1
baPOG_13565	1
baPOG_13566	1
baPOG_13567	1
baPOG_13568	1
baPOG_13569	1
baPOG_1357	1
baPOG_13570	1
baPOG_13571	1
baPOG_13572	1
baPOG_13573	1
baPOG_13574	1
baPOG_13575	1
baPOG_13576	1
baPOG_13577	1
baPOG_13578	1
baPOG_13579	1
baPOG_1358	1
baPOG_13580	1
baPOG_13581	1
baPOG_13582	1
baPOG_13583	1
baPOG_13584	1
baPOG_13585	1
baPOG_13586	1
baPOG_13587	1
baPOG_13588	1
baPOG_13589	1
baPOG_1359	1
baPOG_13590	1
baPOG_13591	1
baPOG_13592	1
baPOG_13593	1
baPOG_13594	1
baPOG_13595	1
baPOG_13596	1
baPOG_13597	1
baPOG_13598	1
baPOG_13599	1
baPOG_136	1
baPOG_1360	1
baPOG_13600	1
baPOG_13601	1
baPOG_13602	1
baPOG_13603	1
baPOG_13604	1
baPOG_13605	1
baPOG_13606	1
baPOG_13607	1
baPOG_13608	1
baPOG_13609	1
baPOG_1361	1
baPOG_13610	1
baPOG_13611	1
baPOG_13612	1
baPOG_13613	1
baPOG_13614	1
baPOG_13615	1
baPOG_13616	1
baPOG_13617	1
baPOG_13618	1
baPOG_13619	1
baPOG_13620	1
baPOG_13621	0
baPOG_13622	1
baPOG_13623	1
baPOG_13624	1
baPOG_13625	0
baPOG_13626	1
baPOG_13627	1
baPOG_13628	1
baPOG_13629	1
baPOG_1363	1
baPOG_13630	1
baPOG_13631	1
baPOG_13632	1
baPOG_13633	0.2
baPOG_13634	1
baPOG_13635	1
baPOG_13636	1
baPOG_13637	1
baPOG_13638	1
baPOG_13639	1
baPOG_1364	0.06
baPOG_13640	1
baPOG_13641	1
baPOG_13642	1
baPOG_13643	1
baPOG_13644	1
baPOG_13645	1
baPOG_13646	1
baPOG_13647	1
baPOG_13648	1
baPOG_1365	1
baPOG_13650	1
baPOG_13651	1
baPOG_13652	1
baPOG_13653	1
baPOG_13654	1
baPOG_13655	1
baPOG_13656	1
baPOG_13657	1
baPOG_13658	1
baPOG_13659	1
baPOG_1366	1
baPOG_13660	1
baPOG_13661	1
baPOG_13662	1
baPOG_13663	1
baPOG_13664	1
baPOG_13665	0.66
baPOG_13666	1
baPOG_13667	1
baPOG_13668	1
baPOG_13669	1
baPOG_1367	1
baPOG_13670	1
baPOG_13671	1
baPOG_13672	1
baPOG_13673	0.88
baPOG_13675	1
baPOG_13676	1
baPOG_13677	1
baPOG_13678	1
baPOG_13679	1
baPOG_1368	1
baPOG_13680	1
baPOG_13681	1
baPOG_13682	1
baPOG_13683	1
baPOG_13684	1
baPOG_13685	1
baPOG_13686	1
baPOG_13687	1
baPOG_13688	1
baPOG_13689	1
baPOG_1369	0.87
baPOG_13690	1
baPOG_13691	1
baPOG_13692	1
baPOG_13693	1
baPOG_13694	1
baPOG_13695	1
baPOG_13696	1
baPOG_13697	1
baPOG_13698	1
baPOG_13699	1
baPOG_137	0.74
baPOG_1370	1
baPOG_13700	1
baPOG_13701	1
baPOG_13702	1
baPOG_13703	1
baPOG_13704	0.81
baPOG_13705	1
baPOG_13706	1
baPOG_13707	1
baPOG_13708	0
baPOG_13709	1
baPOG_1371	1
baPOG_13710	1
baPOG_13711	1
baPOG_13712	1
baPOG_13713	0.53
baPOG_13714	1
baPOG_13716	1
baPOG_13717	1
baPOG_13718	1
baPOG_13719	1
baPOG_1372	1
baPOG_13720	1
baPOG_13721	1
baPOG_13722	1
baPOG_13723	1
baPOG_13724	1
baPOG_13725	1
baPOG_13726	1
baPOG_13727	1
baPOG_13728	1
baPOG_13729	1
baPOG_1373	1
baPOG_13730	1
baPOG_13731	1
baPOG_13732	1
baPOG_13733	1
baPOG_13734	1
baPOG_13735	1
baPOG_13736	1
baPOG_13737	1
baPOG_13738	1
baPOG_13739	1
baPOG_1374	0
baPOG_13740	1
baPOG_13741	1
baPOG_13742	1
baPOG_13743	1
baPOG_13744	1
baPOG_13745	1
baPOG_13746	1
baPOG_13747	1
baPOG_13748	1
baPOG_13749	1
baPOG_1375	0.69
baPOG_13750	1
baPOG_13751	1
baPOG_13752	1
baPOG_13753	1
baPOG_13754	1
baPOG_13755	1
baPOG_13756	1
baPOG_13757	1
baPOG_13758	1
baPOG_13759	1
baPOG_1376	0.13
baPOG_13760	1
baPOG_13761	1
baPOG_13762	0.27
baPOG_13763	0.7
baPOG_13764	0.76
baPOG_13765	1
baPOG_13766	1
baPOG_13767	1
baPOG_13768	1
baPOG_13769	1
baPOG_1377	1
baPOG_13770	1
baPOG_13771	1
baPOG_13772	1
baPOG_13773	1
baPOG_13774	1
baPOG_13775	1
baPOG_13776	1
baPOG_13777	1
baPOG_13778	1
baPOG_13779	1
baPOG_1378	1
baPOG_13780	1
baPOG_13781	1
baPOG_13782	1
baPOG_13783	1
baPOG_13784	1
baPOG_13785	1
baPOG_13786	1
baPOG_13787	1
baPOG_13788	1
baPOG_13789	1
baPOG_1379	1
baPOG_13790	1
baPOG_13791	1
baPOG_13792	1
baPOG_13793	1
baPOG_13794	1
baPOG_13795	1
baPOG_13796	1
baPOG_13797	1
baPOG_13798	1
baPOG_13799	1
baPOG_138	0.46
baPOG_1380	1
baPOG_13800	1
baPOG_13801	1
baPOG_13802	1
baPOG_13803	1
baPOG_13804	0
baPOG_13805	1
baPOG_13806	1
baPOG_13807	0
baPOG_13808	1
baPOG_13809	1
baPOG_1381	1
baPOG_13810	1
baPOG_13811	1
baPOG_13812	1
baPOG_13813	1
baPOG_13814	1
baPOG_13815	1
baPOG_13816	1
baPOG_13817	1
baPOG_13818	1
baPOG_13819	1
baPOG_1382	1
baPOG_13820	1
baPOG_13821	1
baPOG_13822	1
