#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
CAJ31500.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3_partial_viral_genome] -          euVOG_5559           -              0.045   13.1   0.1     0.057   12.7   0.1   1.2   1   0   0   1   1   1   0 -
YP_001604352.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3]                  -          euVOG_5559           -              0.045   13.1   0.1     0.057   12.7   0.1   1.2   1   0   0   1   1   1   0 -
YP_009230322.1_hypothetical_protein_ATSV_C581_[Acidianus_tailed_spindle_virus] -          euVOG_87             -            1.7e-05   20.6  40.6   1.9e-05   20.5  40.6   1.1   1   0   0   1   1   1   1 -
CAA33002.1__[Thermoproteus_tenax_virus_1_(TTV1)_genome]                        -          euVOG_87             -             0.0037   12.9   2.1    0.0033   13.1   2.1   1.0   1   0   0   1   1   1   1 -
AGC34350.1_hypothetical_protein_[Halovirus_HSTV-2_complete_genome.]            -          euVOG_87             -             0.0043   12.7   1.5    0.0052   12.4   1.5   1.1   1   0   0   1   1   1   1 -
YP_007379161.1_hypothetical_protein_HSTV2_83_[Halovirus_HSTV-2]                -          euVOG_87             -             0.0043   12.7   1.5    0.0052   12.4   1.5   1.1   1   0   0   1   1   1   1 -
YP_008060067.1_hypothetical_protein_HRTV7_84_[Halovirus_HRTV-7]                -          euVOG_87             -             0.0049   12.5   1.6    0.0062   12.2   1.6   1.1   1   0   0   1   1   1   1 -
YP_008058436.1_hypothetical_protein_HCTV2_74_[Halovirus_HCTV-2]                -          euVOG_87             -              0.036    9.6   0.0     0.036    9.6   0.0   1.0   1   0   0   1   1   1   0 -
YP_009226241.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV3]           -          euVOG_87             -              0.038    9.6  20.6     0.039    9.5  20.6   1.0   1   0   0   1   1   1   0 -
YP_008058441.1_hypothetical_protein_HCTV2_79_[Halovirus_HCTV-2]                -          euVOG_87             -                1.4    4.4  17.9       1.6    4.2  17.9   1.1   1   0   0   1   1   1   0 -
YP_009216752.1_hypothetical_protein_[Sulfolobales_Virus_YNP2] -          euVOG_1816           -                3.7    5.7   7.9      0.11   10.8   0.7   2.1   2   1   1   3   3   3   0 -
YP_008059073.1_hypothetical_protein_HCTV5_31_[Halovirus_HCTV-5]                                        -          euVOG_394            -            0.00073   17.9   1.7   0.00073   17.9   1.7   1.8   2   1   0   2   2   2   1 -
YP_009230318.1_hypothetical_protein_ATSV_D117_[Acidianus_tailed_spindle_virus]                         -          euVOG_394            -             0.0077   14.5   0.1    0.0084   14.4   0.1   1.1   1   0   0   1   1   1   1 -
YP_008058435.1_hypothetical_protein_HCTV2_73_[Halovirus_HCTV-2]                                        -          euVOG_394            -              0.023   12.9   6.7     0.042   12.1   6.7   1.4   1   0   0   1   1   1   0 -
CAH04209.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          euVOG_394            -              0.033   12.4   1.6     0.081   11.2   1.3   1.6   1   1   0   1   1   1   0 -
YP_077219.1_hypothetical_protein_STSV1pORF26_[Sulfolobus_virus_STSV1]                                  -          euVOG_394            -              0.033   12.4   1.6     0.081   11.2   1.3   1.6   1   1   0   1   1   1   0 -
AFU92004.1_hypothetical_protein_[Sulfolobus_virus_STSV2_complete_genome.]                              -          euVOG_394            -              0.052   11.8   2.4      0.11   10.8   2.3   1.6   1   1   0   1   1   1   0 -
YP_007348269.1_hypothetical_protein_STSV2_25_[Sulfolobus_virus_STSV2]                                  -          euVOG_394            -              0.052   11.8   2.4      0.11   10.8   2.3   1.6   1   1   0   1   1   1   0 -
CCG27830.1_hypothetical_protein_[Aeropyrum_coil-shaped_virus_complete_genome]                          -          euVOG_394            -              0.056   11.7   0.1     0.061   11.6   0.1   1.0   1   0   0   1   1   1   0 -
YP_008059557.1_tape_measure_[Halovirus_HRTV-4]                                                         -          euVOG_394            -              0.093   11.0   0.0      0.56    8.4   0.0   1.8   1   1   1   2   2   2   0 -
AAL54958.1_hypothetical_protein_[Halorubrum_phage_HF2_complete_genome.] -          euVOG_5275           -              0.018   14.0   0.1     0.037   12.9   0.1   1.5   1   0   0   1   1   1   0 -
AAO61335.1_hypothetical_protein_[Halovirus_HF1_complete_genome.]        -          euVOG_5275           -              0.018   14.0   0.1     0.037   12.9   0.1   1.5   1   0   0   1   1   1   0 -
NP_542536.1_hypothetical_protein_HF2p042_[Halorubrum_phage_HF2]         -          euVOG_5275           -              0.018   14.0   0.1     0.037   12.9   0.1   1.5   1   0   0   1   1   1   0 -
NP_861624.1_hypothetical_protein_HalHV1gp036_[Halovirus_HF1]            -          euVOG_5275           -              0.018   14.0   0.1     0.037   12.9   0.1   1.5   1   0   0   1   1   1   0 -
ABV26232.1_hypothetical_protein_[Sulfolobus_spindle-shaped_virus_5_complete_genome.] -          euVOG_1146           -             0.0084   15.2   1.1     0.012   14.7   1.1   1.3   1   0   0   1   1   1   1 -
YP_002221476.1_hypothetical_protein_[Sulfolobus_spindle-shaped_virus_5]              -          euVOG_1146           -             0.0084   15.2   1.1     0.012   14.7   1.1   1.3   1   0   0   1   1   1   1 -
CCG27830.1_hypothetical_protein_[Aeropyrum_coil-shaped_virus_complete_genome]        -          euVOG_1146           -              0.018   14.1   0.3     0.019   14.0   0.3   1.1   1   0   0   1   1   1   0 -
YP_009362790.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_10]      -          euVOG_1146           -              0.033   13.3   4.3     0.036   13.1   4.3   1.1   1   0   0   1   1   1   0 -
YP_009230229.1_hypothetical_protein_[Acidianus_rod-shaped_virus_2]                   -          euVOG_1146           -              0.038   13.0   6.3     0.044   12.9   6.3   1.1   1   0   0   1   1   1   0 -
ADP89813.1_non-structural_protein_[Microvirus_CA82_complete_genome.]                 -          euVOG_1146           -               0.04   13.0   0.0      0.06   12.4   0.0   1.4   1   1   0   1   1   1   0 -
YP_009362737.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_11]      -          euVOG_1146           -              0.073   12.1   3.2     0.087   11.9   3.2   1.1   1   0   0   1   1   1   0 -
YP_009362562.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_9]       -          euVOG_1146           -              0.082   12.0   2.9     0.089   11.9   2.9   1.1   1   0   0   1   1   1   0 -
YP_009362685.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_8]       -          euVOG_1146           -              0.082   12.0   2.9     0.089   11.9   2.9   1.1   1   0   0   1   1   1   0 -
YP_009362757.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_11]      -          euVOG_1146           -              0.085   11.9   5.6     0.094   11.8   5.6   1.0   1   0   0   1   1   1   0 -
YP_009362615.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_5]       -          euVOG_1146           -              0.091   11.8   3.8       0.1   11.7   3.8   1.1   1   0   0   1   1   1   0 -
YP_009362867.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_6]       -          euVOG_1146           -              0.091   11.8   3.8       0.1   11.7   3.8   1.1   1   0   0   1   1   1   0 -
YP_009362923.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_4]       -          euVOG_1146           -              0.091   11.8   3.8       0.1   11.7   3.8   1.1   1   0   0   1   1   1   0 -
YP_009362504.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_7]       -          euVOG_1146           -              0.092   11.8   3.8       0.1   11.7   3.8   1.1   1   0   0   1   1   1   0 -
AGC34293.1_tape_measure_[Halovirus_HSTV-2_complete_genome.]                     -          euVOG_105            -              0.018   12.1   0.0     0.038   11.1   0.0   1.4   1   0   0   1   1   1   0 -
YP_007379103.1_tape_measure_[Halovirus_HSTV-2]                                  -          euVOG_105            -              0.018   12.1   0.0     0.038   11.1   0.0   1.4   1   0   0   1   1   1   0 -
YP_008060008.1_tape_measure_[Halovirus_HRTV-7]                                  -          euVOG_105            -              0.019   12.1   0.0     0.036   11.2   0.0   1.4   1   0   0   1   1   1   0 -
YP_009362790.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_10] -          euVOG_105            -              0.023   11.9   0.7     0.022   11.9   0.7   1.2   1   0   0   1   1   1   0 -
YP_008059398.1_DNA_ligase_[Halovirus_HGTV-1] -          euVOG_770            -            4.8e-19   67.7   0.0   6.4e-19   67.3   0.0   1.1   1   0   0   1   1   1   1 -
CAJ31678.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_8_partial_viral_genome] -          euVOG_4670           -             0.0047   15.8   0.7    0.0052   15.6   0.7   1.0   1   0   0   1   1   1   1 -
YP_001604282.1_hypothetical_protein_AFV8_gp01_[Acidianus_filamentous_virus_8]                  -          euVOG_4670           -             0.0047   15.8   0.7    0.0052   15.6   0.7   1.0   1   0   0   1   1   1   1 -
ACZ35809.1_unknown_[Acidianus_spindle-shaped_virus_1_complete_genome.] -          euVOG_119            -              0.063    9.8   0.0     0.069    9.6   0.0   1.0   1   0   0   1   1   1   0 -
YP_003331429.1_hypothetical_protein_[Acidianus_spindle-shaped_virus_1] -          euVOG_119            -              0.063    9.8   0.0     0.069    9.6   0.0   1.0   1   0   0   1   1   1   0 -
AAM88731.1_putative_HNH_endonuclease_[Virus_PhiCh1_complete_genome.]                                   -          euVOG_2037           -              0.022   13.7   0.2     0.031   13.3   0.2   1.3   1   0   0   1   1   1   0 -
NP_665975.1_putative_HNH_endonuclease_[Natrialba_phage_PhiCh1]                                         -          euVOG_2037           -              0.022   13.7   0.2     0.031   13.3   0.2   1.3   1   0   0   1   1   1   0 -
CAH04184.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          euVOG_2037           -                8.4    5.4  10.0       1.9    7.5   1.1   2.6   1   1   2   3   3   3   0 -
YP_077194.1_hypothetical_protein_STSV1pORF1_[Sulfolobus_virus_STSV1]                                   -          euVOG_2037           -                8.4    5.4  10.0       1.9    7.5   1.1   2.6   1   1   2   3   3   3   0 -
YP_009211279.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_2]              -          euVOG_5650           -              0.056   11.5   0.5     0.061   11.3   0.5   1.0   1   0   0   1   1   1   0 -
YP_008058471.1_tape_measure_[Halovirus_HRTV-5] -          euVOG_7586           -               0.21    9.3   3.2      0.33    8.6   3.2   1.2   1   0   0   1   1   1   0 -
ACZ35787.1_VP2-like_protein_[Acidianus_spindle-shaped_virus_1_complete_genome.] -          euVOG_4146           -              0.071   10.6   0.6     0.083   10.4   0.6   1.1   1   0   0   1   1   1   0 -
YP_003331406.1_VP2-like_protein_[Acidianus_spindle-shaped_virus_1]              -          euVOG_4146           -              0.071   10.6   0.6     0.083   10.4   0.6   1.1   1   0   0   1   1   1   0 -
AAQ94373.1_ORF_B494_[Sulfolobus_spindle-shaped_virus_Kamchatka-1_complete_genome.] -          euVOG_3142           -             0.0038   14.7   0.2     0.019   12.4   0.2   2.0   1   1   0   1   1   1   1 -
NP_963976.1_ORF_B494_[Sulfolobus_virus_Kamchatka_1]                                -          euVOG_3142           -             0.0038   14.7   0.2     0.019   12.4   0.2   2.0   1   1   0   1   1   1   1 -
ACZ35798.1_Rad3-like_helicase_[Acidianus_spindle-shaped_virus_1_complete_genome.]  -          euVOG_3142           -             0.0087   13.5   1.7      0.92    6.9   0.3   2.5   3   0   0   3   3   3   2 -
YP_003331418.1_Rad3-like_helicase_[Acidianus_spindle-shaped_virus_1]               -          euVOG_3142           -             0.0087   13.5   1.7      0.92    6.9   0.3   2.5   3   0   0   3   3   3   2 -
YP_008058616.1_hypothetical_protein_HRTV8_52_[Halovirus_HRTV-8]                                        -          euVOG_6565           -              0.035   12.9   0.0     0.035   12.9   0.0   1.0   1   0   0   1   1   1   0 -
CAH04220.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          euVOG_6565           -                7.4    5.4  11.5       3.3    6.5   0.7   3.3   3   1   0   3   3   3   0 -
YP_077230.1_hypothetical_protein_STSV1pORF37_[Sulfolobus_virus_STSV1]                                  -          euVOG_6565           -                7.4    5.4  11.5       3.3    6.5   0.7   3.3   3   1   0   3   3   3   0 -
AAL54973.1_hypothetical_protein_[Halorubrum_phage_HF2_complete_genome.] -          euVOG_1540           -              0.047   12.1   0.1     0.088   11.2   0.1   1.4   1   0   0   1   1   1   0 -
AAO61350.1_hypothetical_protein_[Halovirus_HF1_complete_genome.]        -          euVOG_1540           -              0.047   12.1   0.1     0.088   11.2   0.1   1.4   1   0   0   1   1   1   0 -
NP_542551.1_hypothetical_protein_HF2p057_[Halorubrum_phage_HF2]         -          euVOG_1540           -              0.047   12.1   0.1     0.088   11.2   0.1   1.4   1   0   0   1   1   1   0 -
NP_861639.1_hypothetical_protein_HalHV1gp051_[Halovirus_HF1]            -          euVOG_1540           -              0.047   12.1   0.1     0.088   11.2   0.1   1.4   1   0   0   1   1   1   0 -
YP_008058504.1_hypothetical_protein_HRTV5_58_[Halovirus_HRTV-5]         -          euVOG_1540           -              0.055   11.8   0.2     0.089   11.2   0.2   1.3   1   0   0   1   1   1   0 -
CAA32983.1__[Thermoproteus_tenax_virus_1_(TTV1)_genome] -          euVOG_2524           -               0.03   13.0   0.0     0.062   12.0   0.0   1.5   1   0   0   1   1   1   0 -
CCD22141.1_hypothetical_protein_[TPA:_Aeropyrum_pernix_spindle-shaped_virus_1_complete_genome] -          euVOG_3289           -              0.064    9.7   0.0     0.098    9.1   0.0   1.2   1   0   0   1   1   1   0 -
YP_009177783.1_hypothetical_protein,_partial_[Aeropyrum_pernix_spindle-shaped_virus_1]         -          euVOG_3289           -              0.064    9.7   0.0     0.098    9.1   0.0   1.2   1   0   0   1   1   1   0 -
YP_009230318.1_hypothetical_protein_ATSV_D117_[Acidianus_tailed_spindle_virus]                                                                                                                   -          euVOG_1168           -             0.0076   15.0   5.7    0.0093   14.7   5.7   1.2   1   0   0   1   1   1   1 -
YP_009408166.1_hypothetical_protein_b79_[Metallosphaera_turreted_icosahedral_virus]                                                                                                              -          euVOG_1168           -              0.008   14.9   3.3      0.12   11.1   1.7   1.9   1   1   1   2   2   2   1 -
CCG27866.1_hypothetical_RHH_DNA-binding_protein_[Aeropyrum_coil-shaped_virus_complete_genome]                                                                                                    -          euVOG_1168           -             0.0089   14.8   1.2    0.0097   14.7   1.2   1.2   1   0   0   1   1   1   1 -
CAJ31695.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_8_partial_viral_genome]                                                                                                   -          euVOG_1168           -              0.013   14.3   3.7     0.014   14.2   3.7   1.0   1   0   0   1   1   1   0 -
YP_001604299.1_hypothetical_protein_AFV8_gp18_[Acidianus_filamentous_virus_8]                                                                                                                    -          euVOG_1168           -              0.013   14.3   3.7     0.014   14.2   3.7   1.0   1   0   0   1   1   1   0 -
CCG27842.1_hypothetical_putative_RHH_DNA-binding_protein_[Aeropyrum_coil-shaped_virus_complete_genome]                                                                                           -          euVOG_1168           -              0.031   13.0   2.7     0.096   11.4   0.0   2.7   3   0   0   3   3   3   0 -
YP_008058722.1_hypothetical_protein_HHTV1_32_[Halovirus_HHTV-1]                                                                                                                                  -          euVOG_1168           -              0.038   12.7   1.8      0.41    9.4   2.4   2.3   2   1   0   2   2   2   0 -
YP_009362790.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_10]                                                                                                                  -          euVOG_1168           -               0.28    9.9   7.7      0.33    9.7   7.7   1.1   1   0   0   1   1   1   0 -
YP_009226234.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV3]                                                                                                                             -          euVOG_1168           -               0.34    9.6  11.4     0.022   13.5   3.9   2.2   2   0   0   2   2   2   0 -
CAJ31705.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_8_partial_viral_genome]                                                                                                   -          euVOG_1168           -               0.63    8.8  12.9     0.053   12.3   6.7   1.9   2   0   0   2   2   2   0 -
YP_001604309.1_hypothetical_protein_AFV8_gp28_[Acidianus_filamentous_virus_8]                                                                                                                    -          euVOG_1168           -               0.63    8.8  12.9     0.053   12.3   6.7   1.9   2   0   0   2   2   2   0 -
YP_008059073.1_hypothetical_protein_HCTV5_31_[Halovirus_HCTV-5]                                                                                                                                  -          euVOG_1168           -                1.3    7.8   8.7      0.14   10.9   1.7   2.6   2   1   1   3   3   3   0 -
CAJ31522.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3_partial_viral_genome]                                                                                                   -          euVOG_1168           -                1.8    7.3  12.8      0.16   10.7   6.8   1.9   2   0   0   2   2   2   0 -
YP_001604374.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3]                                                                                                                    -          euVOG_1168           -                1.8    7.3  12.8      0.16   10.7   6.8   1.9   2   0   0   2   2   2   0 -
YP_009094226.1_hypothetical_protein_[Stygiolobus_rod-shaped_virus]                                                                                                                               -          euVOG_1168           -                1.9    7.2  13.5       3.5    6.4  13.5   1.5   1   1   0   1   1   1   0 -
CAJ31587.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_6_partial_viral_genome]                                                                                                   -          euVOG_1168           -                1.9    7.2  13.8      0.14   10.9   7.1   1.9   2   0   0   2   2   2   0 -
YP_001604191.1_hypothetical_protein_AFV6_gp33_[Acidianus_filamentous_virus_6]                                                                                                                    -          euVOG_1168           -                1.9    7.2  13.8      0.14   10.9   7.1   1.9   2   0   0   2   2   2   0 -
ACB37264.1_hypothetical_protein_[Acidianus_filamentous_virus_9_complete_genome.]                                                                                                                 -          euVOG_1168           -                2.2    7.0  10.6      0.23   10.2   4.8   2.0   2   0   0   2   2   2   0 -
YP_001798548.1_hypothetical_protein_AFV9_gp30_[Acidianus_filamentous_virus_9]                                                                                                                    -          euVOG_1168           -                2.2    7.0  10.6      0.23   10.2   4.8   2.0   2   0   0   2   2   2   0 -
CAJ31646.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_7_partial_viral_genome]                                                                                                   -          euVOG_1168           -                2.9    6.6  14.0      0.28    9.9   7.3   2.0   2   0   0   2   2   2   0 -
YP_001604250.1_hypothetical_protein_AFV7_gp26_[Acidianus_filamentous_virus_7]                                                                                                                    -          euVOG_1168           -                2.9    6.6  14.0      0.28    9.9   7.3   2.0   2   0   0   2   2   2   0 -
AAL27744.1_hypothetical_protein_[Sulfolobus_islandicus_filamentous_virus_partial_genome.]                                                                                                        -          euVOG_1168           -                4.3    6.1  13.9      0.36    9.5   6.8   2.2   2   1   0   2   2   2   0 -
NP_445698.1_hypothetical_protein_SIFV0033_[Sulfolobus_islandicus_filamentous_virus]                                                                                                              -          euVOG_1168           -                4.3    6.1  13.9      0.36    9.5   6.8   2.2   2   1   0   2   2   2   0 -
AAG39942.1_putative_integrase_[Methanothermobacter_wolfeii_prophage_psiM100_complete_genome;_flanked_by_Methanothermobacter_wolfeii_MTW1216_(mtw1216)_and_MTW1215_(mtw1215)_genes_complete_cds.] -          euVOG_1168           -                7.5    5.3  12.2       0.5    9.1   1.5   2.8   3   0   0   3   3   3   0 -
NP_071803.1_putative_integrase_[Methanothermobacter_phage_psiM100]                                                                                                                               -          euVOG_1168           -                7.5    5.3  12.2       0.5    9.1   1.5   2.8   3   0   0   3   3   3   0 -
YP_009230260.1_hypothetical_protein_ATSV_B262_[Acidianus_tailed_spindle_virus] -          euVOG_3799           -              0.079   11.4   0.0      0.12   10.8   0.0   1.2   1   0   0   1   1   1   0 -
ADF27766.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_2_complete_genome.] -          euVOG_1524           -              0.079   11.2   0.1     0.089   11.0   0.1   1.2   1   0   0   1   1   1   0 -
YP_003591102.1_hypothetical_protein_STIV2_A118_[Sulfolobus_turreted_icosahedral_virus_2]   -          euVOG_1524           -              0.079   11.2   0.1     0.089   11.0   0.1   1.2   1   0   0   1   1   1   0 -
AAS89096.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_complete_genome.]   -          euVOG_1524           -                1.7    6.9   8.1       8.3    4.6   8.1   1.8   1   1   0   1   1   1   0 -
YP_025017.1_hypothetical_protein_B124_[Sulfolobus_turreted_icosahedral_virus_1]            -          euVOG_1524           -                1.7    6.9   8.1       8.3    4.6   8.1   1.8   1   1   0   1   1   1   0 -
ABN58496.1_membrane_protein_[Pyrococcus_abyssi_virus_1_complete_genome.]                               -          euVOG_436            -               0.05   10.4   0.8     0.076    9.8   0.8   1.1   1   0   0   1   1   1   0 -
CAH04192.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          euVOG_436            -              0.054   10.3   0.0     0.069   10.0   0.0   1.0   1   0   0   1   1   1   0 -
YP_077202.1_hypothetical_protein_STSV1pORF9_[Sulfolobus_virus_STSV1]                                   -          euVOG_436            -              0.054   10.3   0.0     0.069   10.0   0.0   1.0   1   0   0   1   1   1   0 -
YP_008059557.1_tape_measure_[Halovirus_HRTV-4]                                                         -          euVOG_436            -              0.077    9.8   1.9      0.33    7.7   1.9   2.0   1   1   0   1   1   1   0 -
YP_009211274.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_2] -          euVOG_3302           -              0.023   11.9   0.0      0.03   11.5   0.0   1.2   1   0   0   1   1   1   0 -
YP_008059349.1_thioredoxin_[Halovirus_HGTV-1] -          euVOG_7088           -            5.3e-07   28.5   0.0   7.9e-07   28.0   0.0   1.3   1   1   0   1   1   1   1 -
YP_009230240.1_hypothetical_protein_[Acidianus_rod-shaped_virus_2] -          euVOG_5299           -              0.032   10.6   0.1     0.047   10.1   0.1   1.1   1   0   0   1   1   1   0 -
YP_008059405.1_hypothetical_protein_HGTV1_230_[Halovirus_HGTV-1] -          euVOG_96             -             0.0078   14.6   0.2    0.0079   14.6   0.2   1.0   1   0   0   1   1   1   1 -
YP_009230261.1_AAA+_ATPase_[Acidianus_tailed_spindle_virus]                            -          euVOG_3433           -            1.1e-07   29.9   0.9    0.0005   17.9   0.0   3.2   1   1   2   3   3   3   2 -
YP_009216720.1_putative_Cell_division_protein_FtsH_[Sulfolobales_Virus_YNP2]           -          euVOG_3433           -             0.0028   15.4   0.3     0.012   13.2   0.1   2.0   2   0   0   2   2   2   1 -
YP_009219915.1_putative_Cell_division_protein_FtsH_[Sulfolobales_virus_YNP1]           -          euVOG_3433           -             0.0031   15.2   1.0    0.0084   13.8   0.2   1.9   2   0   0   2   2   2   1 -
ADJ54267.1_AAA-ATPase_CDC48-type_[Hyperthermophilic_Archaeal_Virus_2_complete_genome.] -          euVOG_3433           -              0.024   12.3   0.1     0.044   11.5   0.1   1.3   1   0   0   1   1   1   0 -
YP_003773387.1_AAA-ATPase,_CDC48-type_[Hyperthermophilic_Archaeal_Virus_2]             -          euVOG_3433           -              0.024   12.3   0.1     0.044   11.5   0.1   1.3   1   0   0   1   1   1   0 -
YP_009219278.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV2] -          euVOG_2837           -               0.06   12.7   0.0      0.08   12.3   0.0   1.2   1   0   0   1   1   1   0 -
YP_009362958.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_4] -          euVOG_49             -              0.076   10.2   0.4      0.11    9.6   0.4   1.2   1   0   0   1   1   1   0 -
CAC87278.1_hypothetical_protein_[Sulfolobus_virus_SIRV-2_genomic_DNA]                 -          euVOG_4948           -              0.023   13.5   1.1     0.031   13.1   0.6   1.5   1   1   0   1   1   1   0 -
NP_666537.1_hypothetical_protein_SIRV2gp03_[Sulfolobus_islandicus_rod-shaped_virus_2] -          euVOG_4948           -              0.023   13.5   1.1     0.031   13.1   0.6   1.5   1   1   0   1   1   1   0 -
ADF27766.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_2_complete_genome.] -          euVOG_813            -              0.019   13.1   3.3     0.022   12.9   3.3   1.1   1   0   0   1   1   1   0 -
YP_003591102.1_hypothetical_protein_STIV2_A118_[Sulfolobus_turreted_icosahedral_virus_2]   -          euVOG_813            -              0.019   13.1   3.3     0.022   12.9   3.3   1.1   1   0   0   1   1   1   0 -
AAS89096.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_complete_genome.]   -          euVOG_813            -               0.44    8.6  14.1       1.2    7.2  14.1   1.6   1   1   0   1   1   1   0 -
YP_025017.1_hypothetical_protein_B124_[Sulfolobus_turreted_icosahedral_virus_1]            -          euVOG_813            -               0.44    8.6  14.1       1.2    7.2  14.1   1.6   1   1   0   1   1   1   0 -
CCG27866.1_hypothetical_RHH_DNA-binding_protein_[Aeropyrum_coil-shaped_virus_complete_genome] -          euVOG_3891           -             0.0097   14.3   0.6     0.011   14.1   0.6   1.1   1   0   0   1   1   1   1 -
CAI44177.1_hypothetical_protein_[Acidianus_rod-shaped_virus_1_complete_viral_genome]          -          euVOG_3891           -              0.029   12.7   1.9     0.032   12.6   1.9   1.2   1   0   0   1   1   1   0 -
YP_001542639.1_hypothetical_protein_[Acidianus_rod-shaped_virus_1]                            -          euVOG_3891           -              0.029   12.7   1.9     0.032   12.6   1.9   1.2   1   0   0   1   1   1   0 -
AFV51249.1_hypothetical_protein_[Sulfolobales_Mexican_rudivirus_1_complete_genome.]           -          euVOG_3891           -              0.044   12.1   2.5     0.047   12.0   2.5   1.0   1   0   0   1   1   1   0 -
YP_006990100.1_hypothetical_protein_[Sulfolobales_Mexican_rudivirus_1]                        -          euVOG_3891           -              0.044   12.1   2.5     0.047   12.0   2.5   1.0   1   0   0   1   1   1   0 -
YP_008059411.1_AdoMet-MTase_[Halovirus_HGTV-1]                                                 -          euVOG_1679           -            2.6e-49  167.2   0.0   3.3e-49  166.9   0.0   1.1   1   0   0   1   1   1   1 -
AAM88754.1_putative_C5-cytosine_methyltransferase_[Virus_PhiCh1_complete_genome.]              -          euVOG_1679           -            3.3e-39  134.0   0.0   4.2e-39  133.6   0.0   1.1   1   0   0   1   1   1   1 -
NP_665998.1_M.PhiCh1-II_[Natrialba_phage_PhiCh1]                                               -          euVOG_1679           -            3.3e-39  134.0   0.0   4.2e-39  133.6   0.0   1.1   1   0   0   1   1   1   1 -
CCD22126.1_hypothetical_protein_[TPA:_Aeropyrum_pernix_spindle-shaped_virus_1_complete_genome] -          euVOG_1679           -            4.5e-34  117.1   0.0   1.7e-25   89.0   0.0   3.0   2   1   0   2   2   2   2 -
YP_009177768.1_hypothetical_protein_[Aeropyrum_pernix_spindle-shaped_virus_1]                  -          euVOG_1679           -            4.5e-34  117.1   0.0   1.7e-25   89.0   0.0   3.0   2   1   0   2   2   2   2 -
YP_009216753.1_hypothetical_protein_[Sulfolobales_Virus_YNP2]                                  -          euVOG_1679           -            3.7e-07   28.7   0.2   4.5e-06   25.1   0.1   2.2   1   1   1   2   2   2   1 -
YP_008059090.1_AdoMet-MTase_[Halovirus_HCTV-5] -          euVOG_4440           -              0.041   12.2   0.0     0.074   11.3   0.0   1.3   1   0   0   1   1   1   0 -
YP_009197920.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_3] -          euVOG_3351           -                6.5    6.5  10.4       1.1    8.9   1.9   2.4   1   1   1   2   2   2   0 -
YP_009408166.1_hypothetical_protein_b79_[Metallosphaera_turreted_icosahedral_virus] -          euVOG_3089           -              0.044   11.1   0.2     0.045   11.1   0.2   1.0   1   0   0   1   1   1   0 -
YP_008058435.1_hypothetical_protein_HCTV2_73_[Halovirus_HCTV-2]                     -          euVOG_3089           -               0.49    7.7   8.2      0.68    7.2   8.2   1.1   1   0   0   1   1   1   0 -
