#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
CAL92447.1_hypothetical_protein_[Archaeal_BJ1_virus_complete_genome]                                   -          baPOG_6789           -              0.011   15.2   0.6     0.012   15.1   0.6   1.1   1   0   0   1   1   1   0 -
YP_919052.1_hypothetical_protein_BJ1_gp25_[Archaeal_BJ1_virus]                                         -          baPOG_6789           -              0.011   15.2   0.6     0.012   15.1   0.6   1.1   1   0   0   1   1   1   0 -
YP_009408153.1_hypothetical_protein_c153_[Metallosphaera_turreted_icosahedral_virus]                   -          baPOG_6789           -              0.013   14.9   0.0     0.024   14.1   0.0   1.5   1   0   0   1   1   1   0 -
YP_008059398.1_DNA_ligase_[Halovirus_HGTV-1]                                                           -          baPOG_6789           -              0.024   14.1   2.1       1.3    8.5   0.1   2.4   2   0   0   2   2   2   0 -
ACB37243.1_hypothetical_protein_[Acidianus_filamentous_virus_9_complete_genome.]                       -          baPOG_6789           -              0.083   12.3   8.2     0.031   13.7   5.9   1.5   2   0   0   2   2   1   0 -
YP_001798527.1_hypothetical_protein_AFV9_gp09_[Acidianus_filamentous_virus_9]                          -          baPOG_6789           -              0.083   12.3   8.2     0.031   13.7   5.9   1.5   2   0   0   2   2   1   0 -
CAA30213.1_ORF_F-92_[Sulfolobus_virus_1_complete_genome_(provirus)]                                    -          baPOG_6789           -              0.083   12.3   7.3      0.22   11.0   7.3   1.8   1   1   0   1   1   1   0 -
NP_039780.1_ORF_F-92_[Sulfolobus_spindle-shaped_virus_1]                                               -          baPOG_6789           -              0.083   12.3   7.3      0.22   11.0   7.3   1.8   1   1   0   1   1   1   0 -
YP_009408166.1_hypothetical_protein_b79_[Metallosphaera_turreted_icosahedral_virus]                    -          baPOG_6789           -              0.089   12.2   7.1      0.12   11.9   7.0   1.4   1   1   0   1   1   1   0 -
YP_009362547.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_7]  -          baPOG_4476           -               0.03   13.8   0.3     0.041   13.4   0.3   1.2   1   0   0   1   1   1   0 -
YP_009362659.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_5]  -          baPOG_4476           -               0.03   13.8   0.3     0.041   13.4   0.3   1.2   1   0   0   1   1   1   0 -
YP_009362777.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_11] -          baPOG_4476           -               0.03   13.8   0.3     0.041   13.4   0.3   1.2   1   0   0   1   1   1   0 -
YP_009362910.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_6]  -          baPOG_4476           -               0.03   13.8   0.3     0.041   13.4   0.3   1.2   1   0   0   1   1   1   0 -
YP_009362965.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_4]  -          baPOG_4476           -               0.03   13.8   0.3     0.041   13.4   0.3   1.2   1   0   0   1   1   1   0 -
CAJ31494.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3_partial_viral_genome] -          baPOG_2998           -               0.02   13.8   0.1     0.021   13.7   0.1   1.1   1   0   0   1   1   1   0 -
YP_001604345.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3]                  -          baPOG_2998           -               0.02   13.8   0.1     0.021   13.7   0.1   1.1   1   0   0   1   1   1   0 -
CAJ31557.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_6_partial_viral_genome] -          baPOG_2998           -              0.029   13.2   0.1     0.031   13.1   0.1   1.1   1   0   0   1   1   1   0 -
YP_001604161.1_hypothetical_protein_AFV6_gp03_[Acidianus_filamentous_virus_6]                  -          baPOG_2998           -              0.029   13.2   0.1     0.031   13.1   0.1   1.1   1   0   0   1   1   1   0 -
YP_009219238.1_MoxR-like_ATPase_[Sulfolobus_monocaudavirus_SMV2]     -          baPOG_2970           -              0.044   12.7   1.0      0.79    8.6   0.1   2.5   2   1   0   2   2   2   0 -
AFD03999.1_ORF15_[Halorubrum_pleomorphic_virus_2_complete_genome.]   -          baPOG_2970           -              0.056   12.4   1.2       2.5    7.0   0.1   2.0   1   1   1   2   2   2   0 -
YP_005454272.1_ORF15_[Halorubrum_pleomorphic_virus_2]                -          baPOG_2970           -              0.056   12.4   1.2       2.5    7.0   0.1   2.0   1   1   1   2   2   2   0 -
AFD04021.1_ORF10_[Halorubrum_pleomorphic_virus_6_complete_genome.]   -          baPOG_2970           -              0.081   11.8   1.0      0.88    8.5   0.8   1.9   1   1   1   2   2   2   0 -
YP_005454294.1_ORF10_[Halorubrum_pleomorphic_virus_6]                -          baPOG_2970           -              0.081   11.8   1.0      0.88    8.5   0.8   1.9   1   1   1   2   2   2   0 -
CAH69434.1_hypothetical_protein_[Acidianus_filamentous_virus_2_partial_genome] -          baPOG_5945           -              0.014   14.5   0.5     0.017   14.2   0.5   1.3   1   0   0   1   1   1   0 -
YP_001496972.1_hypothetical_protein_AFV2_gp47_[Acidianus_filamentous_virus_2]  -          baPOG_5945           -              0.014   14.5   0.5     0.017   14.2   0.5   1.3   1   0   0   1   1   1   0 -
YP_009219222.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV2] -          baPOG_11871          -             0.0052   15.9   2.2    0.0062   15.6   1.5   1.6   1   1   0   1   1   1   1 -
AIA83237.1_putative_phage_protein_[Podovirus_Lau218_strain_TahiMoana_complete_genome.] -          baPOG_4854           -            1.8e-36  123.0   1.1   2.1e-36  122.8   1.1   1.0   1   0   0   1   1   1   1 -
YP_008058495.1_hypothetical_protein_HRTV5_49_[Halovirus_HRTV-5]                        -          baPOG_4854           -            3.6e-05   22.7   0.0   4.3e-05   22.4   0.0   1.2   1   0   0   1   1   1   1 -
AAL54983.1_hypothetical_protein_[Halorubrum_phage_HF2_complete_genome.]                -          baPOG_4854           -            0.00084   18.3   0.0   0.00096   18.1   0.0   1.2   1   0   0   1   1   1   1 -
AAO61360.1_hypothetical_protein_[Halovirus_HF1_complete_genome.]                       -          baPOG_4854           -            0.00084   18.3   0.0   0.00096   18.1   0.0   1.2   1   0   0   1   1   1   1 -
NP_542561.1_hypothetical_protein_HF2p067_[Halorubrum_phage_HF2]                        -          baPOG_4854           -            0.00084   18.3   0.0   0.00096   18.1   0.0   1.2   1   0   0   1   1   1   1 -
NP_861649.1_hypothetical_protein_HalHV1gp061_[Halovirus_HF1]                           -          baPOG_4854           -            0.00084   18.3   0.0   0.00096   18.1   0.0   1.2   1   0   0   1   1   1   1 -
AFV51253.1_hypothetical_protein_[Sulfolobales_Mexican_rudivirus_1_complete_genome.]    -          baPOG_4854           -             0.0018   17.2   0.5    0.0045   16.0   0.4   1.7   1   1   0   1   1   1   1 -
YP_006990104.1_hypothetical_protein_[Sulfolobales_Mexican_rudivirus_1]                 -          baPOG_4854           -             0.0018   17.2   0.5    0.0045   16.0   0.4   1.7   1   1   0   1   1   1   1 -
YP_008059431.1_hypothetical_protein_HGTV1_256_[Halovirus_HGTV-1]                       -          baPOG_4854           -              0.013   14.4   0.1     0.015   14.3   0.1   1.3   1   1   0   1   1   1   0 -
CAG25637.1_hypothetical_protein_[Pyrobaculum_spherical_virus_complete_genome]                  -          baPOG_4107           -              0.028   13.5   0.7      0.05   12.7   0.7   1.4   1   0   0   1   1   1   0 -
YP_015539.1_hypothetical_protein_PyrSV_gp18_[Pyrobaculum_spherical_virus]                      -          baPOG_4107           -              0.028   13.5   0.7      0.05   12.7   0.7   1.4   1   0   0   1   1   1   0 -
CAJ31721.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_8_partial_viral_genome] -          baPOG_4107           -                  1    8.5   3.8      0.98    8.5   1.1   2.1   1   1   1   2   2   2   0 -
YP_001604325.1_hypothetical_protein_AFV8_gp44_[Acidianus_filamentous_virus_8]                  -          baPOG_4107           -                  1    8.5   3.8      0.98    8.5   1.1   2.1   1   1   1   2   2   2   0 -
CAJ31538.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3_partial_viral_genome] -          baPOG_4107           -                  1    8.5   3.9      0.67    9.1   0.9   2.1   1   1   1   2   2   2   0 -
YP_001604390.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3]                  -          baPOG_4107           -                  1    8.5   3.9      0.67    9.1   0.9   2.1   1   1   1   2   2   2   0 -
CAJ31603.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_6_partial_viral_genome] -          baPOG_4107           -                1.1    8.4   3.9      0.74    8.9   0.9   2.1   1   1   1   2   2   2   0 -
YP_001604207.1_hypothetical_protein_AFV6_gp49_[Acidianus_filamentous_virus_6]                  -          baPOG_4107           -                1.1    8.4   3.9      0.74    8.9   0.9   2.1   1   1   1   2   2   2   0 -
AAQ73277.1_ORF_88b_[Fusellovirus_SSV2_complete_genome.]                                        -          baPOG_4107           -                5.7    6.1   6.9       4.2    6.5   2.5   1.9   1   1   1   2   2   2   0 -
NP_944482.1_ORF_88b_[Sulfolobus_spindle-shaped_virus_2]                                        -          baPOG_4107           -                5.7    6.1   6.9       4.2    6.5   2.5   1.9   1   1   1   2   2   2   0 -
YP_008059302.1_nucleotidyltransferase_[Halovirus_HGTV-1] -          baPOG_164            -             0.0073   14.3   0.1     0.035   12.1   0.0   2.1   2   2   0   2   2   2   1 -
YP_008059513.1_hypothetical_protein_HRTV4_24_[Halovirus_HRTV-4] -          baPOG_15506          -                1.5    7.6   8.3       0.2   10.5   2.2   2.1   2   1   0   2   2   2   0 -
CAI44186.1_putative_thymidylate_synthase_[Acidianus_rod-shaped_virus_1_complete_viral_genome]          -          baPOG_15424          -            1.1e-23   82.9   0.2   3.8e-22   77.8   0.2   2.0   1   1   0   1   1   1   1 -
YP_001542648.1_putative_thymidylate_synthase_[Acidianus_rod-shaped_virus_1]                            -          baPOG_15424          -            1.1e-23   82.9   0.2   3.8e-22   77.8   0.2   2.0   1   1   0   1   1   1   1 -
YP_009230275.1_thymidylate_synthase_[Acidianus_tailed_spindle_virus]                                   -          baPOG_15424          -            3.5e-23   81.2   0.8   2.8e-22   78.2   0.8   1.9   1   1   0   1   1   1   1 -
YP_009094228.1_hypothetical_protein_[Stygiolobus_rod-shaped_virus]                                     -          baPOG_15424          -            3.8e-22   77.7   0.8   1.7e-20   72.3   0.8   2.1   1   1   0   1   1   1   1 -
AFU91992.1_thymidylate_synthase_[Sulfolobus_virus_STSV2_complete_genome.]                              -          baPOG_15424          -            2.6e-20   71.7   0.5   6.8e-19   67.1   0.5   2.0   1   1   0   1   1   1   1 -
YP_007348257.1_thymidylate_synthase_[Sulfolobus_virus_STSV2]                                           -          baPOG_15424          -            2.6e-20   71.7   0.5   6.8e-19   67.1   0.5   2.0   1   1   0   1   1   1   1 -
CAH04199.1_thymidylate_synthase_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          baPOG_15424          -            2.7e-20   71.7   0.4     7e-19   67.0   0.4   2.0   1   1   0   1   1   1   1 -
YP_077209.1_thymidylate_synthase_[Sulfolobus_virus_STSV1]                                              -          baPOG_15424          -            2.7e-20   71.7   0.4     7e-19   67.0   0.4   2.0   1   1   0   1   1   1   1 -
YP_009226282.1_putative_Thymidylate_synthase_thyX_[Sulfolobus_monocaudavirus_SMV3]                     -          baPOG_15424          -            8.6e-15   53.6   0.0     1e-14   53.3   0.0   1.2   1   0   0   1   1   1   1 -
YP_008059081.1_thymidylate_synthase_[Halovirus_HCTV-5]                                                 -          baPOG_15424          -            3.5e-12   45.0   0.0   5.2e-12   44.5   0.0   1.2   1   0   0   1   1   1   1 -
AGC34408.1_thymidylate_synthetase_[Halovirus_HVTV-1_complete_genome.]                                  -          baPOG_15424          -            3.9e-11   41.6   0.0   6.1e-11   41.0   0.0   1.2   1   0   0   1   1   1   1 -
YP_007378944.1_thymidylate_synthetase_[Halovirus_HVTV-1]                                               -          baPOG_15424          -            3.9e-11   41.6   0.0   6.1e-11   41.0   0.0   1.2   1   0   0   1   1   1   1 -
YP_008059600.1_thymidylate_synthase_[Halovirus_HCTV-1]                                                 -          baPOG_15424          -            2.3e-08   32.5   0.5     5e-08   31.4   0.5   1.7   1   1   0   1   1   1   1 -
AGC34310.1_thymidylate_synthetase_[Halovirus_HSTV-2_complete_genome.]                                  -          baPOG_15424          -            4.2e-08   31.6   0.0   5.6e-08   31.2   0.0   1.1   1   0   0   1   1   1   1 -
YP_007379120.1_thymidylate_synthetase_[Halovirus_HSTV-2]                                               -          baPOG_15424          -            4.2e-08   31.6   0.0   5.6e-08   31.2   0.0   1.1   1   0   0   1   1   1   1 -
YP_008060023.1_thymidylate_synthase_[Halovirus_HRTV-7]                                                 -          baPOG_15424          -            4.7e-08   31.5   0.0   6.2e-08   31.1   0.0   1.1   1   0   0   1   1   1   1 -
AAL54978.1_putative_phage_C31_protein_gp16-like_protein_[Halorubrum_phage_HF2_complete_genome.]        -          baPOG_15424          -            6.2e-08   31.1   0.0   7.4e-08   30.8   0.0   1.1   1   0   0   1   1   1   1 -
AAO61355.1_similar_to_phage_C31_gp16_[Halovirus_HF1_complete_genome.]                                  -          baPOG_15424          -            6.2e-08   31.1   0.0   7.4e-08   30.8   0.0   1.1   1   0   0   1   1   1   1 -
NP_542556.1_putative_phage_C31_protein_gp16-like_protein_[Halorubrum_phage_HF2]                        -          baPOG_15424          -            6.2e-08   31.1   0.0   7.4e-08   30.8   0.0   1.1   1   0   0   1   1   1   1 -
NP_861644.1_similar_to_phage_C31_gp16_[Halovirus_HF1]                                                  -          baPOG_15424          -            6.2e-08   31.1   0.0   7.4e-08   30.8   0.0   1.1   1   0   0   1   1   1   1 -
YP_009226281.1_putative_Thymidylate_synthase_thyX_[Sulfolobus_monocaudavirus_SMV3]                     -          baPOG_15424          -            7.2e-08   30.9   0.3   7.7e-08   30.8   0.3   1.0   1   0   0   1   1   1   1 -
YP_008058614.1_thymidylate_synthase_[Halovirus_HRTV-8]                                                 -          baPOG_15424          -            1.2e-07   30.1   0.0   1.5e-07   29.8   0.0   1.1   1   0   0   1   1   1   1 -
YP_008058499.1_thymidylate_synthase_[Halovirus_HRTV-5]                                                 -          baPOG_15424          -            2.6e-07   29.1   0.0   2.7e-07   29.0   0.0   1.1   1   0   0   1   1   1   1 -
YP_008059293.1_thymidylate_synthase_[Halovirus_HGTV-1]                                                 -          baPOG_15424          -            2.4e-06   25.9   0.0   3.5e-06   25.3   0.0   1.2   1   0   0   1   1   1   1 -
AIA83242.1_thymidylate_synthase_ThyX_[Podovirus_Lau218_strain_TahiMoana_complete_genome.]              -          baPOG_15424          -             0.0034   15.5   0.0    0.0034   15.5   0.0   1.1   1   0   0   1   1   1   1 -
YP_009362635.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_5]  -          baPOG_16519          -             0.0031   16.6   1.6    0.0037   16.3   1.6   1.2   1   0   0   1   1   1   1 -
YP_009362755.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_11] -          baPOG_16519          -             0.0031   16.6   1.6    0.0037   16.3   1.6   1.2   1   0   0   1   1   1   1 -
YP_009362886.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_6]  -          baPOG_16519          -             0.0031   16.6   1.6    0.0037   16.3   1.6   1.2   1   0   0   1   1   1   1 -
YP_009362523.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_7]  -          baPOG_16519          -             0.0088   15.1   1.1    0.0088   15.1   1.1   1.0   1   0   0   1   1   1   1 -
YP_009362941.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_4]  -          baPOG_16519          -             0.0088   15.1   1.1    0.0088   15.1   1.1   1.0   1   0   0   1   1   1   1 -
AAL27767.1_putative_outer_membrane_protein_[Sulfolobus_islandicus_filamentous_virus_partial_genome.] -          baPOG_42             -              0.015   13.2   3.2     0.017   13.0   3.2   1.1   1   0   0   1   1   1   0 -
NP_445721.1_putative_outer_membrane_protein_[Sulfolobus_islandicus_filamentous_virus]                -          baPOG_42             -              0.015   13.2   3.2     0.017   13.0   3.2   1.1   1   0   0   1   1   1   0 -
YP_009408166.1_hypothetical_protein_b79_[Metallosphaera_turreted_icosahedral_virus] -          baPOG_10996          -              0.015   15.0   0.1     0.016   14.8   0.1   1.2   1   0   0   1   1   1   0 -
YP_008060346.1_hypothetical_protein_HHTV2_37_[Halovirus_HHTV-2] -          baPOG_15001          -               0.86    8.5   5.0      0.12   11.3   0.6   1.8   2   0   0   2   2   2   0 -
YP_008059243.1_hypothetical_protein_HGTV1_35_[Halovirus_HGTV-1]                                       -          baPOG_4567           -              0.048   12.4   3.9      0.19   10.5   0.0   2.1   1   1   0   2   2   2   0 -
YP_009216707.1_hypothetical_protein_[Sulfolobales_Virus_YNP2]                                         -          baPOG_4567           -                6.8    5.5  16.4      0.22   10.3   2.3   2.6   3   0   0   3   3   3   0 -
AAQ13799.1_hypothetical_protein_[His2_virus_complete_genome.]                                  -          baPOG_8022           -              0.019   13.2   0.2     0.025   12.8   0.2   1.2   1   0   0   1   1   1   0 -
YP_529658.1_hypothetical_protein_His2V_gp28_[His2_virus]                                       -          baPOG_8022           -              0.019   13.2   0.2     0.025   12.8   0.2   1.2   1   0   0   1   1   1   0 -
CAJ31630.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_7_partial_viral_genome] -          baPOG_8022           -              0.032   12.4   0.0     0.039   12.1   0.0   1.1   1   0   0   1   1   1   0 -
YP_001604235.1_hypothetical_protein_AFV7_gp11_[Acidianus_filamentous_virus_7]                  -          baPOG_8022           -              0.032   12.4   0.0     0.039   12.1   0.0   1.1   1   0   0   1   1   1   0 -
NP_046971.1_hypothetical_protein_psiM2p17_[Methanobacterium_phage_psiM2]                       -          baPOG_312            -              0.018   13.8   0.0     0.034   12.8   0.0   1.5   1   1   0   1   1   1   0 -
CAC87293.1_hypothetical_protein_[Sulfolobus_virus_SIRV-2_genomic_DNA]                          -          baPOG_312            -              0.024   13.4   0.3      0.51    9.1   0.0   2.4   2   0   0   2   2   2   0 -
NP_666552.1_hypothetical_protein_SIRV2gp18_[Sulfolobus_islandicus_rod-shaped_virus_2]          -          baPOG_312            -              0.024   13.4   0.3      0.51    9.1   0.0   2.4   2   0   0   2   2   2   0 -
CAC93966.1_hypothetical_protein_[Sulfolobus_virus_SIRV-1_complete_viral_genome]                -          baPOG_312            -              0.024   13.3   0.3      0.51    9.0   0.0   2.4   2   0   0   2   2   2   0 -
CAG38831.1_hypothetical_protein_[Sulfolobus_islandicus_rudivirus_1_variant_XX_complete_genome] -          baPOG_312            -              0.024   13.3   0.3      0.51    9.0   0.0   2.4   2   0   0   2   2   2   0 -
NP_666599.1_hypothetical_protein_SIRV1gp11_[Sulfolobus_islandicus_rod-shaped_virus_1]          -          baPOG_312            -              0.024   13.3   0.3      0.51    9.0   0.0   2.4   2   0   0   2   2   2   0 -
YP_009272965.1_ATPase_[Sulfolobus_islandicus_rudivirus_3]                                      -          baPOG_312            -              0.025   13.3   0.3      0.51    9.0   0.0   2.4   2   0   0   2   2   2   0 -
YP_009230318.1_hypothetical_protein_ATSV_D117_[Acidianus_tailed_spindle_virus] -          baPOG_4038           -               0.05   11.4   0.2     0.063   11.1   0.2   1.1   1   0   0   1   1   1   0 -
YP_009094261.1_hypothetical_protein_[Stygiolobus_rod-shaped_virus] -          baPOG_3695           -             0.0088   15.0   1.0      0.02   13.8   0.6   1.7   1   1   1   2   2   2   1 -
AGC34579.1_hypothetical_protein_[Halovirus_HSTV-1_complete_genome.] -          baPOG_13411          -             0.0036   16.2   0.1    0.0036   16.2   0.1   1.0   1   0   0   1   1   1   1 -
YP_008083084.1_hypothetical_protein_HSTV1_34_[Halovirus_HSTV-1]     -          baPOG_13411          -             0.0036   16.2   0.1    0.0036   16.2   0.1   1.0   1   0   0   1   1   1   1 -
YP_008058405.1_hypothetical_protein_HCTV2_43_[Halovirus_HCTV-2]     -          baPOG_13411          -              0.011   14.7   0.1     0.018   13.9   0.1   1.4   1   0   0   1   1   1   0 -
AAG39960.1_putative_structural_protein_[Methanothermobacter_wolfeii_prophage_psiM100_complete_genome;_flanked_by_Methanothermobacter_wolfeii_MTW1216_(mtw1216)_and_MTW1215_(mtw1215)_genes_complete_cds.] -          baPOG_4598           -              1e-29  102.3   0.0     1e-29  102.3   0.0   2.1   2   0   0   2   2   2   1 -
NP_071821.1_putative_structural_protein_[Methanothermobacter_phage_psiM100]                                                                                                                               -          baPOG_4598           -              1e-29  102.3   0.0     1e-29  102.3   0.0   2.1   2   0   0   2   2   2   1 -
NP_046967.1_structural_protein_[Methanobacterium_phage_psiM2]                                                                                                                                             -          baPOG_4598           -            6.5e-25   86.5   0.1   6.5e-25   86.5   0.1   2.1   2   0   0   2   2   2   1 -
YP_008058394.1_prohead_protease_[Halovirus_HCTV-2]                                                                                                                                                        -          baPOG_4598           -            6.9e-25   86.4   0.2   6.9e-25   86.4   0.2   1.7   2   0   0   2   2   2   1 -
YP_008060347.1_prohead_protease_[Halovirus_HHTV-2]                                                                                                                                                        -          baPOG_4598           -            5.3e-22   76.9   1.2   1.2e-21   75.8   1.2   1.6   1   0   0   1   1   1   1 -
AGC34558.1_head_maturation_protease_[Halovirus_HSTV-1_complete_genome.]                                                                                                                                   -          baPOG_4598           -            6.8e-17   60.1   0.1   6.8e-17   60.1   0.1   1.9   2   0   0   2   2   2   1 -
YP_008083063.1_head_maturation_protease_[Halovirus_HSTV-1]                                                                                                                                                -          baPOG_4598           -            6.8e-17   60.1   0.1   6.8e-17   60.1   0.1   1.9   2   0   0   2   2   2   1 -
CAL92474.1_hypothetical_protein_[Archaeal_BJ1_virus_complete_genome]                                                                                                                                      -          baPOG_4598           -            1.2e-08   33.0   5.3   1.2e-08   33.0   5.3   2.2   2   1   0   2   2   2   1 -
YP_919079.1_hypothetical_protein_BJ1_gp52_[Archaeal_BJ1_virus]                                                                                                                                            -          baPOG_4598           -            1.2e-08   33.0   5.3   1.2e-08   33.0   5.3   2.2   2   1   0   2   2   2   1 -
AAM88683.1_capsid_protein_gpD_[Virus_PhiCh1_complete_genome.]                                                                                                                                             -          baPOG_4598           -            2.3e-06   25.5   2.0   7.5e-06   23.8   2.0   1.8   1   1   0   1   1   1   1 -
NP_665926.1_capsid_protein_gpD_[Natrialba_phage_PhiCh1]                                                                                                                                                   -          baPOG_4598           -            2.3e-06   25.5   2.0   7.5e-06   23.8   2.0   1.8   1   1   0   1   1   1   1 -
AAM88760.1_unknown_[Virus_PhiCh1_complete_genome.]                  -          baPOG_12742          -              0.039   12.4   0.1     0.078   11.5   0.1   1.5   1   0   0   1   1   1   0 -
NP_666004.1_hypothetical_protein_PhiCh1p87_[Natrialba_phage_PhiCh1] -          baPOG_12742          -              0.039   12.4   0.1     0.078   11.5   0.1   1.5   1   0   0   1   1   1   0 -
AAM88690.1_unknown_[Virus_PhiCh1_complete_genome.]                  -          baPOG_1008           -            5.5e-07   28.4   0.0    0.0037   15.9   0.0   2.2   2   0   0   2   2   2   2 -
NP_665934.1_hypothetical_protein_PhiCh1p17_[Natrialba_phage_PhiCh1] -          baPOG_1008           -            5.5e-07   28.4   0.0    0.0037   15.9   0.0   2.2   2   0   0   2   2   2   2 -
AGC34555.1_hypothetical_protein_[Halovirus_HSTV-1_complete_genome.] -          baPOG_1008           -              0.064   11.9   0.0     0.091   11.4   0.0   1.2   1   0   0   1   1   1   0 -
YP_008083060.1_hypothetical_protein_HSTV1_10_[Halovirus_HSTV-1]     -          baPOG_1008           -              0.064   11.9   0.0     0.091   11.4   0.0   1.2   1   0   0   1   1   1   0 -
CAH04184.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          baPOG_2231           -              0.082   11.9   3.0      0.74    8.8   0.2   3.0   2   1   2   4   4   4   0 -
YP_077194.1_hypothetical_protein_STSV1pORF1_[Sulfolobus_virus_STSV1]                                   -          baPOG_2231           -              0.082   11.9   3.0      0.74    8.8   0.2   3.0   2   1   2   4   4   4   0 -
YP_009226285.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV3] -          baPOG_15875          -              0.051   12.8   0.6     0.065   12.4   0.5   1.3   1   1   0   1   1   1   0 -
YP_008059417.1_tRNA_adenylyltransferase_[Halovirus_HGTV-1] -          baPOG_2868           -              0.026   12.1   0.0     0.055   11.1   0.0   1.5   1   0   0   1   1   1   0 -
CAJ31517.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3_partial_viral_genome]         -          baPOG_7643           -              0.069   11.6   0.0       0.1   11.1   0.0   1.3   1   0   0   1   1   1   0 -
YP_001604369.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3]                          -          baPOG_7643           -              0.069   11.6   0.0       0.1   11.1   0.0   1.3   1   0   0   1   1   1   0 -
CAH04193.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          baPOG_7643           -                1.5    7.3   8.0      0.31    9.5   1.2   2.4   2   1   0   2   2   2   0 -
YP_077203.1_hypothetical_protein_STSV1pORF10_[Sulfolobus_virus_STSV1]                                  -          baPOG_7643           -                1.5    7.3   8.0      0.31    9.5   1.2   2.4   2   1   0   2   2   2   0 -
AAY24946.1_ORF_20_[Haloarcula_phage_SH1_complete_genome.]                                              -          baPOG_7643           -                  3    6.3  12.8       4.1    5.8  12.8   1.2   1   0   0   1   1   1   0 -
YP_271877.1_ORF_20_[Haloarcula_hispanica_virus_SH1]                                                    -          baPOG_7643           -                  3    6.3  12.8       4.1    5.8  12.8   1.2   1   0   0   1   1   1   0 -
CAL69589.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3_partial_viral_genome] -          baPOG_10582          -               0.41    9.8   3.2      0.86    8.8   0.5   2.6   2   2   1   3   3   3   0 -
YP_001604409.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3]                  -          baPOG_10582          -               0.41    9.8   3.2      0.86    8.8   0.5   2.6   2   2   1   3   3   3   0 -
CAG38829.1_hypothetical_protein_[Sulfolobus_islandicus_rudivirus_1_variant_XX_complete_genome] -          baPOG_13798          -             0.0079   14.8   0.4      0.01   14.4   0.4   1.2   1   0   0   1   1   1   1 -
CAC93964.1_hypothetical_protein_[Sulfolobus_virus_SIRV-1_complete_viral_genome]                -          baPOG_13798          -             0.0081   14.8   0.4      0.01   14.5   0.4   1.2   1   0   0   1   1   1   1 -
NP_666597.1_hypothetical_protein_SIRV1gp09_[Sulfolobus_islandicus_rod-shaped_virus_1]          -          baPOG_13798          -             0.0081   14.8   0.4      0.01   14.5   0.4   1.2   1   0   0   1   1   1   1 -
YP_008059648.1_PD-(D/E)XK_nuclease_[Halovirus_HCTV-1] -          baPOG_15292          -             0.0035   14.9   0.0    0.0082   13.7   0.0   1.5   2   0   0   2   2   2   1 -
CAJ31516.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3_partial_viral_genome] -          baPOG_14686          -             0.0086   15.2   0.1     0.015   14.4   0.1   1.6   1   1   0   1   1   1   1 -
YP_001604368.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_3]                  -          baPOG_14686          -             0.0086   15.2   0.1     0.015   14.4   0.1   1.6   1   1   0   1   1   1   1 -
CAJ31581.1_conserved_hypothetical_protein_[Acidianus_filamentous_virus_6_partial_viral_genome] -          baPOG_14686          -              0.016   14.3   0.0     0.019   14.1   0.0   1.3   1   1   0   1   1   1   0 -
YP_001604185.1_hypothetical_protein_AFV6_gp27_[Acidianus_filamentous_virus_6]                  -          baPOG_14686          -              0.016   14.3   0.0     0.019   14.1   0.0   1.3   1   1   0   1   1   1   0 -
