#                                                                                                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                                                          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                                                                  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
CAG38861.1_hypothetical_protein_[Sulfolobus_islandicus_rudivirus_1_variant_XX_complete_genome] -          arVOG_168            -            2.7e-50  167.4   1.0     3e-50  167.3   1.0   1.0   1   0   0   1   1   1   1 -
YP_009272993.1_pyramid_forming_protein_[Sulfolobus_islandicus_rudivirus_3]                     -          arVOG_168            -            3.3e-50  167.1   1.3   3.7e-50  167.0   1.3   1.0   1   0   0   1   1   1   1 -
CAC87324.1_hypothetical_protein_[Sulfolobus_virus_SIRV-2_genomic_DNA]                          -          arVOG_168            -            2.3e-49  164.5   2.6   2.5e-49  164.3   2.6   1.0   1   0   0   1   1   1   1 -
NP_666583.1_hypothetical_protein_SIRV2gp49_[Sulfolobus_islandicus_rod-shaped_virus_2]          -          arVOG_168            -            2.3e-49  164.5   2.6   2.5e-49  164.3   2.6   1.0   1   0   0   1   1   1   1 -
YP_009362930.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_4]                 -          arVOG_168            -            7.6e-49  162.8   5.9   8.3e-49  162.7   5.9   1.0   1   0   0   1   1   1   1 -
YP_009362569.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_9]                 -          arVOG_168            -            6.9e-48  159.7   4.2   7.5e-48  159.6   4.2   1.0   1   0   0   1   1   1   1 -
YP_009362692.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_8]                 -          arVOG_168            -            6.9e-48  159.7   4.2   7.5e-48  159.6   4.2   1.0   1   0   0   1   1   1   1 -
YP_009362797.1_hypothetical_protein_[Sulfolobus_islandicus_rod-shaped_virus_10]                -          arVOG_168            -            1.2e-47  158.9   4.7   1.4e-47  158.8   4.7   1.0   1   0   0   1   1   1   1 -
AAS89074.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_complete_genome.]       -          arVOG_168            -            4.9e-44  147.3   4.4   5.4e-44  147.2   4.4   1.0   1   0   0   1   1   1   1 -
YP_024995.1_hypothetical_protein_C92_[Sulfolobus_turreted_icosahedral_virus_1]                 -          arVOG_168            -            4.9e-44  147.3   4.4   5.4e-44  147.2   4.4   1.0   1   0   0   1   1   1   1 -
YP_009094259.1_hypothetical_protein_[Stygiolobus_rod-shaped_virus]                             -          arVOG_168            -            2.7e-35  119.3   9.4   2.9e-35  119.2   9.4   1.0   1   0   0   1   1   1   1 -
YP_008059139.1_RadA_[Halovirus_HCTV-5]                                               -          arVOG_317            -            1.1e-74  249.0   7.0   1.2e-74  248.9   7.0   1.0   1   0   0   1   1   1   1 -
YP_008059658.1_RadA_[Halovirus_HCTV-1]                                               -          arVOG_317            -            3.6e-73  244.1   5.5   4.1e-73  243.9   5.5   1.0   1   0   0   1   1   1   1 -
AGC34471.1_hypothetical_protein_[Halovirus_HVTV-1_complete_genome.]                  -          arVOG_317            -            1.3e-71  239.0   7.5   1.5e-71  238.8   7.5   1.0   1   0   0   1   1   1   1 -
YP_007379007.1_hypothetical_protein_HVTV1_102_[Halovirus_HVTV-1]                     -          arVOG_317            -            1.3e-71  239.0   7.5   1.5e-71  238.8   7.5   1.0   1   0   0   1   1   1   1 -
YP_008059246.1_RadA_[Halovirus_HGTV-1]                                               -          arVOG_317            -            8.5e-69  229.9  16.4   9.7e-69  229.7  16.4   1.0   1   0   0   1   1   1   1 -
YP_008059297.1_hypothetical_protein_HGTV1_121_[Halovirus_HGTV-1]                     -          arVOG_317            -            1.4e-30  105.6   0.2   2.7e-29  101.4   0.2   2.0   1   1   0   1   1   1   1 -
CAI44159.1_hypothetical_protein_[Acidianus_rod-shaped_virus_1_complete_viral_genome] -          arVOG_317            -            6.4e-07   28.7   0.0   6.7e-07   28.6   0.0   1.1   1   0   0   1   1   1   1 -
YP_001542621.1_hypothetical_protein_[Acidianus_rod-shaped_virus_1]                   -          arVOG_317            -            6.4e-07   28.7   0.0   6.7e-07   28.6   0.0   1.1   1   0   0   1   1   1   1 -
YP_008059610.1_Hef_nuclease_[Halovirus_HCTV-1]                                       -          arVOG_317            -            1.5e-05   24.2   1.0   4.4e-05   22.7   0.1   2.1   2   0   0   2   2   2   1 -
AGC34416.1_Hef_nuclease_[Halovirus_HVTV-1_complete_genome.]                          -          arVOG_317            -            3.9e-05   22.9   1.3   0.00028   20.1   0.0   2.6   2   1   0   2   2   2   1 -
YP_007378952.1_Hef_nuclease_[Halovirus_HVTV-1]                                       -          arVOG_317            -            3.9e-05   22.9   1.3   0.00028   20.1   0.0   2.6   2   1   0   2   2   2   1 -
YP_008059661.1_RadA_[Halovirus_HCTV-1]                                               -          arVOG_317            -            0.00058   19.1   0.7    0.0014   17.8   0.4   1.8   2   0   0   2   2   2   1 -
YP_008059089.1_hypothetical_protein_HCTV5_47_[Halovirus_HCTV-5]                      -          arVOG_317            -             0.0074   15.4   0.0    0.0074   15.4   0.0   1.0   1   0   0   1   1   1   1 -
AAO61382.1_hypothetical_protein_[Halovirus_HF1_complete_genome.]              -          arVOG_303            -            5.9e-86  285.2   3.5   6.6e-86  285.0   3.5   1.0   1   0   0   1   1   1   1 -
NP_861671.1_hypothetical_protein_HalHV1gp083_[Halovirus_HF1]                  -          arVOG_303            -            5.9e-86  285.2   3.5   6.6e-86  285.0   3.5   1.0   1   0   0   1   1   1   1 -
AAL55008.1_hypothetical_protein_[Halorubrum_phage_HF2_complete_genome.]       -          arVOG_303            -            8.7e-86  284.6   2.7   1.1e-85  284.3   2.7   1.1   1   0   0   1   1   1   1 -
NP_542588.1_hypothetical_protein_HF2p094_[Halorubrum_phage_HF2]               -          arVOG_303            -            8.7e-86  284.6   2.7   1.1e-85  284.3   2.7   1.1   1   0   0   1   1   1   1 -
YP_008058468.1_hypothetical_protein_HRTV5_21_[Halovirus_HRTV-5]               -          arVOG_303            -              1e-85  284.3   3.9   1.2e-85  284.1   3.9   1.0   1   0   0   1   1   1   1 -
YP_008058586.1_hypothetical_protein_HRTV8_21_[Halovirus_HRTV-8]               -          arVOG_303            -            3.7e-84  279.3   4.0   4.4e-84  279.1   4.0   1.1   1   0   0   1   1   1   1 -
YP_008060005.1_hypothetical_protein_HRTV7_21_[Halovirus_HRTV-7]               -          arVOG_303            -            5.1e-83  275.6   2.8   5.7e-83  275.5   2.8   1.0   1   0   0   1   1   1   1 -
AGC34290.1_tail_tube_[Halovirus_HSTV-2_complete_genome.]                      -          arVOG_303            -            3.3e-78  260.0   1.7   3.7e-78  259.8   1.7   1.0   1   0   0   1   1   1   1 -
YP_007379100.1_tail_tube_[Halovirus_HSTV-2]                                   -          arVOG_303            -            3.3e-78  260.0   1.7   3.7e-78  259.8   1.7   1.0   1   0   0   1   1   1   1 -
CAG25657.1_hypothetical_protein_[Pyrobaculum_spherical_virus_complete_genome] -          arVOG_303            -              3e-26   91.2   0.1   1.9e-25   88.6   0.1   1.9   1   1   0   1   1   1   1 -
YP_015559.1_hypothetical_protein_PyrSV_gp38_[Pyrobaculum_spherical_virus]     -          arVOG_303            -              3e-26   91.2   0.1   1.9e-25   88.6   0.1   1.9   1   1   0   1   1   1   1 -
YP_008058521.1_hypothetical_protein_HRTV5_76_[Halovirus_HRTV-5]               -          arVOG_303            -            2.2e-13   49.4   0.2   1.1e-12   47.1   0.2   1.8   1   1   0   1   1   1   1 -
AAL54955.1_hypothetical_protein_[Halorubrum_phage_HF2_complete_genome.]       -          arVOG_303            -            3.4e-11   42.3   0.1   1.7e-10   40.0   0.1   1.8   1   1   0   1   1   1   1 -
AAO61332.1_hypothetical_protein_[Halovirus_HF1_complete_genome.]              -          arVOG_303            -            3.4e-11   42.3   0.1   1.7e-10   40.0   0.1   1.8   1   1   0   1   1   1   1 -
NP_542533.1_hypothetical_protein_HF2p039_[Halorubrum_phage_HF2]               -          arVOG_303            -            3.4e-11   42.3   0.1   1.7e-10   40.0   0.1   1.8   1   1   0   1   1   1   1 -
NP_861621.1_hypothetical_protein_HalHV1gp033_[Halovirus_HF1]                  -          arVOG_303            -            3.4e-11   42.3   0.1   1.7e-10   40.0   0.1   1.8   1   1   0   1   1   1   1 -
YP_008058641.1_hypothetical_protein_HRTV8_78_[Halovirus_HRTV-8]               -          arVOG_303            -            3.6e-09   35.7   0.1   1.7e-08   33.5   0.1   1.8   1   1   0   1   1   1   1 -
AFU92054.1_hypothetical_protein_[Sulfolobus_virus_STSV2_complete_genome.]                              -          arVOG_313            -           1.5e-182  603.7  15.7  1.7e-182  603.5  15.7   1.0   1   0   0   1   1   1   1 -
YP_007348319.1_hypothetical_protein_STSV2_75_[Sulfolobus_virus_STSV2]                                  -          arVOG_313            -           1.5e-182  603.7  15.7  1.7e-182  603.5  15.7   1.0   1   0   0   1   1   1   1 -
CAH04257.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          arVOG_313            -           3.5e-151  500.9  15.9    4e-151  500.7  15.9   1.0   1   0   0   1   1   1   1 -
YP_077267.1_hypothetical_protein_STSV1pORF74_[Sulfolobus_virus_STSV1]                                  -          arVOG_313            -           3.5e-151  500.9  15.9    4e-151  500.7  15.9   1.0   1   0   0   1   1   1   1 -
YP_008058548.1_hypothetical_protein_HRTV5_104_[Halovirus_HRTV-5]                                       -          arVOG_313            -              2e-05   22.9   0.0   2.6e-05   22.5   0.0   1.3   1   1   0   1   1   1   1 -
YP_008058673.1_hypothetical_protein_HRTV8_111_[Halovirus_HRTV-8]                                       -          arVOG_313            -            2.2e-05   22.7   0.1   2.6e-05   22.5   0.1   1.3   1   1   0   1   1   1   1 -
AAQ13773.1_hypothetical_protein_[His2_virus_complete_genome.]                                          -          arVOG_313            -            0.00033   18.9   1.8     0.032   12.4   0.1   1.9   1   1   1   2   2   2   2 -
YP_529642.1_hypothetical_protein_His2V_gp12_[His2_virus]                                               -          arVOG_313            -            0.00033   18.9   1.8     0.032   12.4   0.1   1.9   1   1   1   2   2   2   2 -
ADF27762.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_2_complete_genome.] -          arVOG_709            -            1.5e-64  213.2   3.7   1.6e-64  213.0   3.7   1.0   1   0   0   1   1   1   1 -
YP_003591097.1_hypothetical_protein_STIV2_C101_[Sulfolobus_turreted_icosahedral_virus_2]   -          arVOG_709            -            1.5e-64  213.2   3.7   1.6e-64  213.0   3.7   1.0   1   0   0   1   1   1   1 -
AAS89089.1_hypothetical_protein_[Sulfolobus_turreted_icosahedral_virus_complete_genome.]   -          arVOG_709            -            4.6e-60  198.7   2.3   5.1e-60  198.6   2.3   1.0   1   0   0   1   1   1   1 -
YP_025010.1_hypothetical_protein_B97_[Sulfolobus_turreted_icosahedral_virus_1]             -          arVOG_709            -            4.6e-60  198.7   2.3   5.1e-60  198.6   2.3   1.0   1   0   0   1   1   1   1 -
YP_008059310.1_hypothetical_protein_HGTV1_134_[Halovirus_HGTV-1]                          -          arVOG_343            -            2.3e-92  306.7   0.6   2.7e-92  306.5   0.6   1.1   1   0   0   1   1   1   1 -
CCG27853.1_hypothetical_protein_[Aeropyrum_coil-shaped_virus_complete_genome]             -          arVOG_343            -            8.5e-73  243.0   1.6   9.6e-73  242.8   1.6   1.0   1   0   0   1   1   1   1 -
AAL27773.1_hypothetical_protein_[Sulfolobus_islandicus_filamentous_virus_partial_genome.] -          arVOG_343            -            3.5e-35  120.4   1.1   7.6e-17   60.6   0.1   2.0   1   1   1   2   2   2   2 -
NP_445727.1_hypothetical_protein_SIFV0064_[Sulfolobus_islandicus_filamentous_virus]       -          arVOG_343            -            3.5e-35  120.4   1.1   7.6e-17   60.6   0.1   2.0   1   1   1   2   2   2   2 -
ACB37294.1_hypothetical_protein_[Acidianus_filamentous_virus_9_complete_genome.]          -          arVOG_343            -              2e-33  114.7   0.6   4.2e-16   58.2   0.0   2.0   1   1   1   2   2   2   2 -
YP_001798578.1_hypothetical_protein_AFV9_gp60_[Acidianus_filamentous_virus_9]             -          arVOG_343            -              2e-33  114.7   0.6   4.2e-16   58.2   0.0   2.0   1   1   1   2   2   2   2 -
YP_008058472.1_hypothetical_protein_HRTV5_25_[Halovirus_HRTV-5]                           -          arVOG_343            -              0.054   12.2   0.0     0.086   11.6   0.0   1.3   1   0   0   1   1   1   0 -
AAO61386.1_hypothetical_protein_[Halovirus_HF1_complete_genome.]                                       -          arVOG_107            -           2.1e-107  356.3   0.2  2.4e-107  356.1   0.2   1.0   1   0   0   1   1   1   1 -
NP_861676.1_hypothetical_protein_HalHV1gp088_[Halovirus_HF1]                                           -          arVOG_107            -           2.1e-107  356.3   0.2  2.4e-107  356.1   0.2   1.0   1   0   0   1   1   1   1 -
YP_009230347.1_hypothetical_protein_ATSV_B261_[Acidianus_tailed_spindle_virus]                         -          arVOG_107            -            5.3e-93  309.3   0.1   6.1e-93  309.1   0.1   1.0   1   0   0   1   1   1   1 -
AAL55014.1_hypothetical_protein_[Halorubrum_phage_HF2_complete_genome.]                                -          arVOG_107            -            2.4e-54  183.0   0.1   2.9e-54  182.7   0.1   1.0   1   0   0   1   1   1   1 -
NP_542594.1_hypothetical_protein_HF2p100_[Halorubrum_phage_HF2]                                        -          arVOG_107            -            2.4e-54  183.0   0.1   2.9e-54  182.7   0.1   1.0   1   0   0   1   1   1   1 -
YP_008058462.1_hypothetical_protein_HRTV5_15_[Halovirus_HRTV-5]                                        -          arVOG_107            -            3.5e-53  179.2   0.1   4.2e-53  178.9   0.1   1.0   1   0   0   1   1   1   1 -
YP_008058580.1_hypothetical_protein_HRTV8_15_[Halovirus_HRTV-8]                                        -          arVOG_107            -            9.6e-53  177.7   0.1   1.2e-52  177.5   0.1   1.0   1   0   0   1   1   1   1 -
AAL55013.1_hypothetical_protein_[Halorubrum_phage_HF2_complete_genome.]                                -          arVOG_107            -            2.7e-50  169.7   0.1     3e-50  169.6   0.1   1.0   1   0   0   1   1   1   1 -
NP_542593.1_hypothetical_protein_HF2p099_[Halorubrum_phage_HF2]                                        -          arVOG_107            -            2.7e-50  169.7   0.1     3e-50  169.6   0.1   1.0   1   0   0   1   1   1   1 -
YP_008058463.1_hypothetical_protein_HRTV5_16_[Halovirus_HRTV-5]                                        -          arVOG_107            -              3e-50  169.6   0.1   3.4e-50  169.4   0.1   1.0   1   0   0   1   1   1   1 -
YP_008058581.1_hypothetical_protein_HRTV8_16_[Halovirus_HRTV-8]                                        -          arVOG_107            -            1.2e-48  164.4   0.1   1.4e-48  164.2   0.1   1.0   1   0   0   1   1   1   1 -
YP_008059999.1_hypothetical_protein_HRTV7_15_[Halovirus_HRTV-7]                                        -          arVOG_107            -            3.1e-43  146.7   0.3   3.5e-43  146.5   0.3   1.0   1   0   0   1   1   1   1 -
AGC34284.1_hypothetical_protein_[Halovirus_HSTV-2_complete_genome.]                                    -          arVOG_107            -            6.3e-43  145.6   0.3   7.3e-43  145.4   0.3   1.0   1   0   0   1   1   1   1 -
YP_007379094.1_hypothetical_protein_HSTV2_15_[Halovirus_HSTV-2]                                        -          arVOG_107            -            6.3e-43  145.6   0.3   7.3e-43  145.4   0.3   1.0   1   0   0   1   1   1   1 -
YP_008059998.1_hypothetical_protein_HRTV7_14_[Halovirus_HRTV-7]                                        -          arVOG_107            -            9.3e-40  135.3   1.9   1.2e-38  131.6   0.3   2.0   1   1   1   2   2   2   1 -
AGC34283.1_hypothetical_protein_[Halovirus_HSTV-2_complete_genome.]                                    -          arVOG_107            -            1.8e-39  134.4   2.4   1.3e-38  131.6   0.3   2.0   1   1   1   2   2   2   1 -
YP_007379093.1_hypothetical_protein_HSTV2_14_[Halovirus_HSTV-2]                                        -          arVOG_107            -            1.8e-39  134.4   2.4   1.3e-38  131.6   0.3   2.0   1   1   1   2   2   2   1 -
CAH04198.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          arVOG_107            -              0.009   14.5   0.6     0.015   13.7   0.6   1.4   1   0   0   1   1   1   1 -
YP_077208.1_hypothetical_protein_STSV1pORF15_[Sulfolobus_virus_STSV1]                                  -          arVOG_107            -              0.009   14.5   0.6     0.015   13.7   0.6   1.4   1   0   0   1   1   1   1 -
YP_008058759.1_hypothetical_protein_HHTV1_69_[Halovirus_HHTV-1]                                -          arVOG_478            -            4.5e-49  163.7   0.1   5.2e-49  163.5   0.1   1.0   1   0   0   1   1   1   1 -
YP_009449428.1_acyl-coA_dehydrogenase_[Aeropyrum_globular_virus_1]                             -          arVOG_478            -            3.6e-47  157.6   0.0   3.9e-47  157.5   0.0   1.0   1   0   0   1   1   1   1 -
CCD22137.1_hypothetical_protein_[TPA:_Aeropyrum_pernix_spindle-shaped_virus_1_complete_genome] -          arVOG_478            -            8.4e-41  137.1   0.2   9.5e-41  137.0   0.2   1.0   1   0   0   1   1   1   1 -
YP_009177779.1_hypothetical_protein_[Aeropyrum_pernix_spindle-shaped_virus_1]                  -          arVOG_478            -            8.4e-41  137.1   0.2   9.5e-41  137.0   0.2   1.0   1   0   0   1   1   1   1 -
CAH04186.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          arVOG_185            -            1.9e-85  284.7  31.5   2.3e-85  284.4  31.5   1.1   1   0   0   1   1   1   1 -
YP_077196.1_hypothetical_protein_STSV1pORF3_[Sulfolobus_virus_STSV1]                                   -          arVOG_185            -            1.9e-85  284.7  31.5   2.3e-85  284.4  31.5   1.1   1   0   0   1   1   1   1 -
CAH04225.1_hypothetical_protein_[Sulfolobus_tengchongensis_spindle-shaped_virus_STSV1_complete_genome] -          arVOG_185            -            2.8e-84  280.9   0.1   3.1e-84  280.7   0.1   1.0   1   0   0   1   1   1   1 -
YP_077235.1_hypothetical_protein_STSV1pORF42_[Sulfolobus_virus_STSV1]                                  -          arVOG_185            -            2.8e-84  280.9   0.1   3.1e-84  280.7   0.1   1.0   1   0   0   1   1   1   1 -
AFU92018.1_hypothetical_protein_[Sulfolobus_virus_STSV2_complete_genome.]                              -          arVOG_185            -            7.2e-83  276.3   0.0   7.9e-83  276.1   0.0   1.0   1   0   0   1   1   1   1 -
YP_007348283.1_hypothetical_protein_STSV2_39_[Sulfolobus_virus_STSV2]                                  -          arVOG_185            -            7.2e-83  276.3   0.0   7.9e-83  276.1   0.0   1.0   1   0   0   1   1   1   1 -
YP_009230303.1_hypothetical_protein_ATSV_B193_[Acidianus_tailed_spindle_virus]                         -          arVOG_185            -            1.2e-64  216.8  16.3   1.3e-64  216.6  16.3   1.0   1   0   0   1   1   1   1 -
YP_008059393.1_hypothetical_protein_HGTV1_218_[Halovirus_HGTV-1]                                       -          arVOG_185            -            3.7e-10   38.9   0.0   3.7e-08   32.3   0.0   2.0   1   1   1   2   2   2   2 -
AGC34583.1_hypothetical_protein_[Halovirus_HSTV-1_complete_genome.]                                    -          arVOG_185            -            4.9e-07   28.7   0.0   1.2e-06   27.4   0.0   1.5   1   1   1   2   2   2   1 -
YP_008083088.1_hypothetical_protein_HSTV1_38_[Halovirus_HSTV-1]                                        -          arVOG_185            -            4.9e-07   28.7   0.0   1.2e-06   27.4   0.0   1.5   1   1   1   2   2   2   1 -
YP_009218497.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV4]                      -          arVOG_180            -            1.1e-74  248.0   9.7   1.2e-74  247.8   9.7   1.0   1   0   0   1   1   1   1 -
CDF81358.1_hypothetical_membrane_protein_[Sulfolobus_monocaudavirus_SMV1_complete_genome] -          arVOG_180            -            2.1e-73  243.8  10.2   2.3e-73  243.7  10.2   1.0   1   0   0   1   1   1   1 -
YP_009008098.1_hypothetical_membrane_protein_[Sulfolobus_monocaudavirus_SMV1]             -          arVOG_180            -            2.1e-73  243.8  10.2   2.3e-73  243.7  10.2   1.0   1   0   0   1   1   1   1 -
YP_009219246.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV2]                      -          arVOG_180            -            2.5e-72  240.3  10.4   2.8e-72  240.2  10.4   1.0   1   0   0   1   1   1   1 -
YP_009226264.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV3]                      -          arVOG_180            -            5.6e-67  223.0  11.8   6.2e-67  222.8  11.8   1.0   1   0   0   1   1   1   1 -
ABP73421.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_complete_genome.]          -          arVOG_180            -            1.3e-25   89.1   0.0   1.7e-25   88.6   0.0   1.2   1   0   0   1   1   1   1 -
YP_001210335.1_hypothetical_protein_ABV_gp31_[Acidianus_bottle-shaped_virus]              -          arVOG_180            -            1.3e-25   89.1   0.0   1.7e-25   88.6   0.0   1.2   1   0   0   1   1   1   1 -
YP_009211300.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_2]                     -          arVOG_180            -            9.4e-17   60.3   0.0   1.3e-16   59.9   0.0   1.2   1   0   0   1   1   1   1 -
AGC34542.1_hypothetical_protein_[Halovirus_HVTV-1_complete_genome.]                       -          arVOG_180            -            1.1e-09   37.5   0.7   1.9e-09   36.7   0.2   1.6   1   1   1   2   2   2   1 -
YP_007379079.1_hypothetical_protein_HVTV1_174_[Halovirus_HVTV-1]                          -          arVOG_180            -            1.1e-09   37.5   0.7   1.9e-09   36.7   0.2   1.6   1   1   1   2   2   2   1 -
ABP73418.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_complete_genome.]          -          arVOG_180            -               0.39    9.8   5.8      0.24   10.5   1.5   2.0   1   1   1   2   2   2   0 -
YP_001210332.1_hypothetical_protein_ABV_gp28_[Acidianus_bottle-shaped_virus]              -          arVOG_180            -               0.39    9.8   5.8      0.24   10.5   1.5   2.0   1   1   1   2   2   2   0 -
YP_009211298.1_hypothetical_protein_[Acidianus_bottle-shaped_virus_2]                     -          arVOG_180            -               0.46    9.5   5.5      0.47    9.5   1.3   2.0   1   1   1   2   2   2   0 -
YP_008059090.1_AdoMet-MTase_[Halovirus_HCTV-5]                                                                      -          arVOG_628            -           4.9e-182  602.9   4.2  5.5e-182  602.8   4.2   1.0   1   0   0   1   1   1   1 -
AGC34458.1_N6-adenine_DNA_methyltransferase_[Halovirus_HVTV-1_complete_genome.]                                     -          arVOG_628            -           1.7e-151  502.6   5.7    2e-151  502.4   5.7   1.0   1   0   0   1   1   1   1 -
YP_007378994.1_N6-adenine_DNA_methyltransferase_[Halovirus_HVTV-1]                                                  -          arVOG_628            -           1.7e-151  502.6   5.7    2e-151  502.4   5.7   1.0   1   0   0   1   1   1   1 -
YP_008059125.1_AdoMet-MTase_[Halovirus_HCTV-5]                                                                      -          arVOG_628            -            4.1e-97  324.0   6.0   4.7e-97  323.9   6.0   1.0   1   0   0   1   1   1   1 -
YP_008058380.1_AdoMet-MTase_[Halovirus_HCTV-2]                                                                      -          arVOG_628            -              1e-49  168.4   0.1   1.5e-49  167.8   0.1   1.2   1   0   0   1   1   1   1 -
AIA83244.1_N6_adenine-specific_DNA_methyltransferase_N12_class_[Podovirus_Lau218_strain_TahiMoana_complete_genome.] -          arVOG_628            -            0.00023   19.5   0.4      0.27    9.4   0.0   2.3   2   0   0   2   2   2   2 -
AAY24960.1_ORF_34_[Haloarcula_phage_SH1_complete_genome.]                                  -          arVOG_469            -            2.1e-61  203.3   0.7   2.3e-61  203.2   0.7   1.0   1   0   0   1   1   1   1 -
YP_271891.1_ORF_34_[Haloarcula_hispanica_virus_SH1]                                        -          arVOG_469            -            2.1e-61  203.3   0.7   2.3e-61  203.2   0.7   1.0   1   0   0   1   1   1   1 -
AGC65555.1_hypothetical_protein_[Halovirus_PH1_complete_genome.]                           -          arVOG_469            -            3.8e-61  202.5   0.5   4.2e-61  202.3   0.5   1.0   1   0   0   1   1   1   1 -
YP_007761619.1_hypothetical_protein_HhPH1_gp30_[Haloarcula_hispanica_virus_PH1]            -          arVOG_469            -            3.8e-61  202.5   0.5   4.2e-61  202.3   0.5   1.0   1   0   0   1   1   1   1 -
AFD02308.1_putative_protein_27_[Haloarcula_hispanica_icosahedral_virus_2_complete_genome.] -          arVOG_469            -            1.3e-53  178.3   0.2   1.4e-53  178.1   0.2   1.0   1   0   0   1   1   1   1 -
YP_005352813.1_putative_protein_27_[Haloarcula_hispanica_icosahedral_virus_2]              -          arVOG_469            -            1.3e-53  178.3   0.2   1.4e-53  178.1   0.2   1.0   1   0   0   1   1   1   1 -
YP_008058388.1_hypothetical_protein_HCTV2_26_[Halovirus_HCTV-2]                            -          arVOG_469            -             0.0068   15.2   0.3    0.0089   14.8   0.3   1.3   1   1   0   1   1   1   1 -
CAL92458.1_hypothetical_protein_[Archaeal_BJ1_virus_complete_genome]                       -          arVOG_469            -               0.02   13.6   0.2     0.032   13.0   0.2   1.3   1   0   0   1   1   1   0 -
YP_919063.1_hypothetical_protein_BJ1_gp36_[Archaeal_BJ1_virus]                             -          arVOG_469            -               0.02   13.6   0.2     0.032   13.0   0.2   1.3   1   0   0   1   1   1   0 -
CDF81374.1_conserved_archaeal_viral_protein_ATPase_domain_[Sulfolobus_monocaudavirus_SMV1_complete_genome] -          arVOG_184            -           2.3e-157  521.6   7.8  2.5e-157  521.5   7.8   1.0   1   0   0   1   1   1   1 -
YP_009008114.1_conserved_archaeal_viral_protein,_ATPase_domain_[Sulfolobus_monocaudavirus_SMV1]            -          arVOG_184            -           2.3e-157  521.6   7.8  2.5e-157  521.5   7.8   1.0   1   0   0   1   1   1   1 -
YP_009226305.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV3]                                       -          arVOG_184            -           3.9e-155  514.3   5.5  4.3e-155  514.1   5.5   1.0   1   0   0   1   1   1   1 -
YP_009218530.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV4]                                       -          arVOG_184            -           4.9e-152  504.1   6.4  5.5e-152  503.9   6.4   1.0   1   0   0   1   1   1   1 -
CAI59904.1_hypothetical_protein_[Acidianus_two-tailed_virus_complete_viral_genome]                         -          arVOG_184            -           9.1e-130  431.0   1.0    1e-129  430.8   1.0   1.0   1   0   0   1   1   1   1 -
YP_319886.1_hypothetical_protein_ATV_gp55_[Acidianus_two-tailed_virus]                                     -          arVOG_184            -           9.1e-130  431.0   1.0    1e-129  430.8   1.0   1.0   1   0   0   1   1   1   1 -
AEY69068.1_putative_AAA+_superfamily_ATPase_[Thermococcus_prieurii_virus_1_complete_genome.]               -          arVOG_184            -            5.9e-93  310.2   0.2   1.7e-92  308.6   0.2   1.6   1   1   0   1   1   1   1 -
AFA44832.1_AAA+_superfamily_ATPase_[Thermococcus_prieurii_virus_1_complete_genome.]                        -          arVOG_184            -            5.9e-93  310.2   0.2   1.7e-92  308.6   0.2   1.6   1   1   0   1   1   1   1 -
YP_005271242.1_unnamed_protein_product_[Thermococcus_prieurii_virus_1]                                     -          arVOG_184            -            5.9e-93  310.2   0.2   1.7e-92  308.6   0.2   1.6   1   1   0   1   1   1   1 -
YP_009219277.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV2]                                       -          arVOG_184            -            5.6e-86  287.3   0.4   6.1e-86  287.1   0.4   1.0   1   0   0   1   1   1   1 -
YP_009219278.1_hypothetical_protein_[Sulfolobus_monocaudavirus_SMV2]                                       -          arVOG_184            -            3.9e-38  130.2   0.6   4.3e-38  130.1   0.6   1.0   1   0   0   1   1   1   1 -
AFU92048.1_hypothetical_protein_[Sulfolobus_virus_STSV2_complete_genome.]                                  -          arVOG_184            -            5.1e-17   60.9   0.2     2e-16   59.0   0.0   2.1   2   1   0   2   2   2   1 -
YP_007348313.1_hypothetical_protein_STSV2_69_[Sulfolobus_virus_STSV2]                                      -          arVOG_184            -            5.1e-17   60.9   0.2     2e-16   59.0   0.0   2.1   2   1   0   2   2   2   1 -
